itemDescription,Member_number,Date
salmon,64,2028-05-11
eggs,24,2034-02-26
potatoes,93,2030-12-17
cereal,87,2023-12-16
sugar,7,2024-04-10
sugar,55,2033-01-04
eggs,24,2036-07-29
rice,47,2024-08-08
juice,59,2034-03-10
pasta,92,2031-02-16
flour,70,2035-01-01
cereal,78,2026-09-17
soda,19,2024-07-30
cereal,8,2025-08-05
butter,78,2023-06-14
eggs,43,2036-04-11
chicken,77,2024-05-21
rice,27,2026-03-05
yogurt,18,2028-08-17
salmon,14,2032-11-23
rice,47,2032-12-07
potato chips,36,2029-04-27
beef,26,2036-09-03
eggs,45,2035-04-26
eggs,40,2024-12-27
chicken,36,2036-08-11
olive oil,12,2031-04-18
eggs,21,2035-05-15
eggs,60,2030-03-02
salmon,75,2033-03-08
salmon,44,2036-07-10
cheese,18,2031-06-30
ice cream,7,2029-08-26
flour,46,2027-12-22
ice cream,34,2031-12-02
yogurt,8,2035-05-05
onions,7,2032-09-28
yogurt,99,2028-08-12
cereal,52,2026-02-10
beef,95,2031-10-16
chocolate,84,2030-07-26
yogurt,26,2028-09-10
potato chips,20,2027-04-05
chocolate,71,2029-04-16
beef,48,2026-06-22
eggs,95,2031-01-16
olive oil,18,2023-11-22
salmon,87,2028-04-21
vinegar,5,2023-01-18
eggs,68,2024-06-20
chicken,57,2032-03-24
salmon,9,2035-01-16
cereal,12,2030-09-19
ice cream,5,2033-11-23
vinegar,79,2024-09-27
eggs,20,2028-03-31
ice cream,49,2034-03-17
salmon,16,2023-09-13
potato chips,94,2026-10-12
cereal,45,2026-02-14
chocolate,36,2033-08-15
juice,21,2031-12-04
butter,10,2034-11-05
chicken,79,2024-10-20
rice,74,2028-11-20
eggs,31,2027-11-21
beef,70,2036-06-14
chicken,74,2034-01-01
milk,58,2034-07-25
olive oil,55,2026-06-12
salmon,10,2033-06-28
cheese,49,2029-06-25
eggs,65,2027-06-16
eggs,23,2031-10-29
olive oil,71,2029-02-09
potato chips,68,2024-12-04
vinegar,42,2024-11-19
soda,90,2024-07-19
flour,16,2023-02-09
flour,85,2026-05-14
cereal,60,2030-10-03
vinegar,73,2023-03-25
potato chips,28,2027-03-31
yogurt,48,2024-12-15
milk,41,2025-02-12
juice,56,2024-12-14
yogurt,85,2027-11-06
bananas,67,2024-06-23
chicken,34,2028-09-06
chicken,80,2034-04-14
bread,72,2027-08-20
chocolate,58,2025-04-01
butter,52,2028-07-10
yogurt,94,2023-09-23
potato chips,9,2031-03-16
bread,36,2025-03-30
rice,18,2024-09-06
eggs,56,2031-06-25
sugar,79,2031-10-18
cheese,23,2029-10-23
milk,99,2028-08-12
beef,40,2031-01-21
salmon,56,2034-12-17
eggs,71,2024-03-10
juice,21,2024-12-26
ice cream,58,2026-08-17
flour,24,2023-11-09
olive oil,12,2035-09-30
beef,79,2033-09-03
beef,57,2036-01-14
flour,46,2028-09-30
beef,80,2025-12-18
butter,43,2033-07-24
juice,11,2029-04-07
flour,59,2023-02-19
juice,4,2026-10-22
beef,45,2027-12-01
soda,11,2027-01-18
olive oil,37,2026-07-30
ice cream,45,2032-03-04
juice,55,2024-07-24
potato chips,66,2031-05-07
potatoes,58,2029-12-24
onions,69,2024-08-23
potato chips,98,2029-08-29
eggs,32,2035-03-05
beef,10,2029-10-20
eggs,24,2024-05-08
eggs,76,2031-01-14
pasta,28,2024-08-04
vinegar,98,2030-12-18
beef,96,2034-02-12
vinegar,42,2025-09-25
potato chips,99,2030-08-28
eggs,90,2024-11-02
ice cream,88,2036-08-07
vinegar,36,2025-04-26
milk,57,2036-04-19
ice cream,55,2033-11-13
juice,58,2031-04-01
olive oil,78,2030-06-13
salmon,71,2024-10-30
pasta,28,2024-07-18
chicken,62,2027-07-19
beef,87,2027-05-11
beef,13,2027-08-27
cereal,68,2027-02-25
juice,27,2023-07-20
pasta,1,2024-10-24
chocolate,22,2023-04-14
salmon,25,2031-02-06
juice,32,2024-11-09
pasta,95,2024-11-16
eggs,43,2024-06-24
olive oil,69,2026-10-10
juice,94,2026-01-02
olive oil,64,2035-06-09
cereal,34,2023-03-21
cookies,25,2032-02-22
salmon,15,2025-09-22
juice,55,2024-07-24
bananas,17,2026-09-06
eggs,25,2032-03-02
eggs,95,2033-08-16
beef,97,2024-11-20
rice,79,2026-04-17
sugar,13,2025-09-14
pasta,2,2028-02-11
eggs,14,2025-01-18
eggs,87,2033-01-31
vinegar,4,2028-03-25
chicken,32,2025-08-03
potato chips,25,2024-12-02
cereal,45,2023-03-09
juice,45,2036-05-27
cereal,44,2028-04-07
eggs,7,2028-10-23
chocolate,95,2025-07-10
eggs,54,2026-08-10
sugar,81,2028-12-10
cereal,84,2026-10-05
salmon,18,2035-06-20
juice,64,2028-01-09
chocolate,88,2036-08-07
juice,51,2035-04-18
cereal,54,2027-09-22
potato chips,31,2024-08-24
juice,66,2034-02-23
juice,34,2032-09-03
soda,20,2028-12-15
potato chips,74,2026-05-18
soda,65,2025-04-11
salmon,9,2024-10-04
eggs,97,2025-12-07
olive oil,13,2029-06-29
beef,61,2032-02-19
onions,87,2024-11-28
eggs,27,2027-10-22
chocolate,93,2035-09-17
vinegar,68,2035-02-21
soda,81,2032-04-07
cereal,97,2024-03-09
eggs,37,2035-12-11
potato chips,69,2025-06-14
soda,56,2034-12-17
olive oil,21,2029-12-14
olive oil,92,2023-10-27
chocolate,77,2024-10-11
cereal,34,2031-12-08
potato chips,44,2024-04-20
chicken,80,2034-04-29
chocolate,13,2033-05-24
rice,48,2030-03-12
rice,44,2029-08-25
potato chips,54,2027-07-27
bread,53,2032-12-31
vinegar,16,2025-10-28
vinegar,21,2025-09-15
eggs,24,2026-08-31
eggs,65,2029-10-13
butter,92,2033-04-29
sugar,72,2033-07-08
chicken,82,2032-04-16
ice cream,17,2024-08-28
olive oil,97,2027-11-08
beef,5,2032-08-10
butter,9,2034-07-01
carrots,49,2030-11-21
butter,86,2025-07-27
eggs,25,2030-04-10
potato chips,79,2034-11-23
beef,69,2034-12-24
carrots,9,2029-10-26
bread,28,2031-10-25
bread,70,2035-01-01
chicken,25,2030-04-10
salmon,14,2030-05-01
eggs,58,2034-06-10
juice,6,2024-01-13
beef,46,2032-09-25
butter,23,2029-10-23
apples,13,2034-06-02
yogurt,12,2031-08-02
juice,29,2035-02-26
vinegar,37,2034-02-19
juice,4,2036-09-01
rice,11,2033-02-18
rice,78,2028-04-24
juice,76,2030-08-17
salmon,26,2032-07-26
vinegar,4,2031-03-01
potato chips,86,2029-06-26
butter,53,2023-08-20
milk,21,2032-05-29
flour,92,2027-07-09
chicken,87,2028-12-22
sugar,38,2026-02-25
chicken,14,2023-03-15
yogurt,80,2035-02-23
rice,36,2025-04-26
flour,65,2031-06-09
juice,9,2035-01-26
bananas,2,2023-06-27
juice,4,2029-03-19
beef,48,2025-12-12
potato chips,63,2033-06-10
soda,44,2031-11-02
eggs,28,2032-06-26
milk,14,2030-09-12
potato chips,24,2035-07-15
beef,27,2033-08-10
ice cream,61,2035-11-24
ice cream,22,2028-03-05
chicken,80,2034-04-29
flour,24,2030-04-02
chicken,76,2032-05-09
yogurt,48,2030-04-23
cookies,67,2028-11-13
chicken,57,2023-04-18
bread,85,2032-01-22
onions,82,2023-02-25
onions,76,2034-05-03
vinegar,51,2025-07-31
eggs,3,2030-08-15
chocolate,36,2026-05-09
chicken,12,2025-02-11
yogurt,70,2026-09-05
milk,90,2024-05-13
chicken,16,2027-12-14
onions,98,2035-12-22
pasta,92,2034-09-20
sugar,78,2024-11-01
potato chips,66,2027-07-03
potato chips,71,2025-08-28
juice,79,2035-09-22
chicken,72,2023-03-13
beef,92,2023-03-31
carrots,66,2024-02-26
cookies,13,2027-02-09
apples,62,2033-12-23
eggs,15,2031-05-24
sugar,67,2032-10-16
butter,36,2032-02-18
beef,61,2023-03-05
juice,96,2035-08-11
ice cream,12,2032-09-07
potato chips,29,2024-11-22
chicken,32,2026-04-10
pasta,98,2028-06-30
carrots,5,2024-02-28
butter,4,2027-01-04
beef,84,2033-12-24
yogurt,35,2023-01-08
beef,75,2030-06-11
chicken,13,2027-09-20
chicken,13,2032-07-18
beef,53,2023-11-14
juice,39,2023-12-22
bread,39,2033-08-08
cereal,14,2026-09-27
salmon,21,2029-12-30
juice,97,2034-08-20
salmon,19,2034-08-16
ice cream,40,2031-07-17
ice cream,55,2024-02-12
olive oil,70,2035-09-18
flour,26,2034-03-20
olive oil,16,2025-12-17
vinegar,60,2034-06-26
sugar,11,2033-05-06
juice,11,2028-07-14
olive oil,45,2026-01-01
beef,62,2032-04-27
ice cream,19,2026-01-11
pasta,34,2032-04-19
eggs,73,2030-06-18
olive oil,96,2034-03-06
juice,44,2027-10-03
sugar,24,2034-02-26
beef,69,2023-10-18
salmon,91,2031-06-05
olive oil,84,2026-10-05
rice,84,2027-05-01
potato chips,48,2030-09-10
beef,88,2030-06-28
salmon,8,2023-07-07
cereal,69,2033-08-14
vinegar,87,2028-04-21
milk,32,2024-11-09
beef,75,2025-11-07
beef,81,2030-08-14
butter,41,2029-04-30
pasta,41,2023-12-23
rice,76,2036-01-13
bread,99,2026-05-16
juice,81,2035-09-24
pasta,92,2025-12-06
flour,58,2031-09-26
juice,27,2035-05-22
juice,16,2036-01-09
carrots,3,2032-08-27
soda,14,2036-06-22
chicken,42,2023-03-08
salmon,29,2031-10-07
potato chips,70,2034-01-29
vinegar,75,2028-07-11
chicken,32,2032-08-26
rice,11,2029-02-13
soda,13,2029-05-03
juice,54,2024-12-13
salmon,66,2028-10-20
potato chips,45,2027-05-04
rice,78,2034-11-29
chicken,85,2032-02-07
pasta,56,2024-12-14
eggs,9,2029-10-26
pasta,20,2027-07-10
potato chips,5,2024-02-28
cereal,1,2036-08-31
juice,44,2023-01-21
potato chips,13,2034-10-19
rice,12,2033-09-20
potato chips,17,2024-11-03
eggs,41,2033-03-13
potato chips,35,2025-11-23
eggs,49,2031-01-06
flour,99,2027-03-09
cereal,10,2035-07-23
onions,33,2024-02-01
olive oil,99,2031-11-17
vinegar,60,2028-02-06
carrots,19,2029-12-04
chocolate,78,2031-11-21
eggs,96,2025-10-16
eggs,36,2032-05-03
potato chips,10,2032-05-17
chocolate,64,2030-07-07
beef,92,2024-06-17
milk,5,2032-07-28
beef,33,2031-08-13
chicken,91,2024-03-18
rice,47,2033-12-16
juice,12,2026-02-04
ice cream,10,2034-02-07
eggs,82,2025-11-26
beef,96,2036-07-31
ice cream,90,2026-06-25
pasta,40,2034-05-30
salmon,53,2027-07-06
juice,62,2029-01-31
rice,83,2027-02-23
juice,94,2034-02-28
pasta,11,2029-01-04
yogurt,38,2036-08-02
juice,5,2025-03-24
eggs,36,2033-08-15
chocolate,11,2024-07-12
potato chips,8,2023-10-02
juice,46,2035-02-15
bread,97,2033-12-05
salmon,88,2035-03-16
salmon,85,2035-05-08
beef,84,2025-07-29
juice,32,2024-12-05
beef,87,2024-12-06
butter,76,2034-10-09
ice cream,41,2033-11-21
soda,83,2034-09-12
juice,20,2032-06-18
cookies,90,2028-11-30
chicken,9,2024-09-24
potato chips,79,2036-05-12
olive oil,99,2034-10-31
beef,67,2025-06-30
chocolate,60,2028-02-06
eggs,35,2026-10-19
bread,1,2035-02-06
eggs,22,2028-02-10
yogurt,6,2025-08-24
sugar,6,2029-04-13
beef,77,2033-10-22
salmon,64,2027-01-12
rice,20,2023-05-14
salmon,71,2034-07-15
juice,17,2032-01-11
rice,37,2035-07-01
vinegar,36,2032-03-20
juice,37,2024-10-13
eggs,81,2027-02-18
rice,81,2033-11-15
vinegar,24,2031-09-25
ice cream,45,2035-04-26
sugar,4,2032-09-08
chicken,11,2029-02-13
vinegar,20,2024-07-29
vinegar,97,2029-11-30
milk,18,2032-04-10
sugar,29,2026-05-20
potato chips,83,2028-06-25
milk,46,2029-08-24
cereal,64,2035-06-29
beef,64,2036-01-20
vinegar,72,2028-02-27
juice,88,2035-03-16
milk,91,2027-06-11
vinegar,42,2033-11-01
juice,67,2031-05-01
potato chips,88,2030-07-13
flour,81,2032-06-25
milk,14,2023-03-15
potatoes,7,2030-08-25
chicken,8,2025-08-05
pasta,9,2034-07-01
pasta,16,2023-08-22
beef,9,2029-09-01
flour,78,2024-11-01
olive oil,34,2034-07-19
chicken,52,2029-12-03
yogurt,66,2036-03-04
butter,52,2034-06-23
pasta,26,2023-04-15
potato chips,33,2034-05-23
beef,14,2023-03-15
beef,18,2029-04-01
chocolate,5,2024-03-07
juice,52,2035-01-28
yogurt,19,2029-08-23
pasta,63,2030-11-11
onions,99,2025-07-15
rice,46,2026-07-11
eggs,31,2036-02-14
salmon,12,2031-04-18
juice,16,2032-01-29
vinegar,59,2032-09-17
yogurt,34,2029-10-14
potato chips,13,2036-01-05
chicken,67,2028-11-13
juice,18,2032-11-12
chocolate,79,2035-12-06
pasta,53,2023-08-20
bread,71,2030-04-28
eggs,66,2026-02-24
salmon,41,2024-02-27
potato chips,65,2026-12-23
pasta,27,2025-07-02
pasta,96,2031-05-27
potato chips,26,2023-01-29
potato chips,9,2035-01-16
eggs,78,2026-05-17
butter,15,2027-11-09
juice,52,2027-10-13
yogurt,46,2035-11-08
milk,80,2036-06-18
salmon,27,2032-12-14
chocolate,29,2030-01-07
ice cream,88,2035-03-16
soda,79,2030-09-02
bread,75,2033-07-11
pasta,81,2034-11-02
rice,38,2034-06-04
juice,99,2033-05-22
juice,18,2028-07-08
eggs,91,2027-07-29
potatoes,54,2026-05-25
bread,86,2034-01-13
salmon,80,2027-07-16
eggs,39,2030-05-14
milk,77,2030-03-29
rice,20,2036-04-15
cereal,31,2032-07-29
juice,47,2028-07-04
milk,34,2035-01-19
beef,28,2027-03-31
flour,69,2035-11-07
juice,80,2031-12-11
beef,8,2029-10-15
chicken,17,2035-06-15
potato chips,21,2025-04-25
butter,7,2027-06-13
yogurt,71,2034-07-15
sugar,98,2023-09-21
juice,89,2032-03-19
cereal,63,2023-08-23
pasta,90,2025-07-16
chocolate,71,2030-08-02
juice,65,2023-11-19
rice,59,2029-10-18
ice cream,2,2031-02-10
beef,43,2036-04-28
bread,90,2031-01-02
ice cream,6,2036-05-29
bread,26,2030-03-01
bread,85,2027-08-28
flour,83,2034-06-28
chicken,73,2035-08-10
vinegar,18,2036-07-07
eggs,67,2027-01-15
juice,72,2025-10-21
milk,61,2034-07-21
rice,8,2029-08-08
sugar,23,2026-10-25
juice,53,2029-08-27
juice,36,2030-10-08
chocolate,66,2033-01-26
salmon,33,2028-07-01
potato chips,2,2025-01-20
chicken,67,2026-09-24
eggs,69,2032-11-19
pasta,47,2033-09-24
eggs,37,2030-10-15
juice,92,2023-01-02
sugar,91,2034-06-07
salmon,74,2025-01-17
salmon,27,2035-11-28
salmon,72,2031-02-25
cereal,93,2036-02-13
soda,79,2024-12-16
vinegar,73,2024-03-03
chocolate,38,2031-12-06
yogurt,72,2025-10-21
potato chips,70,2026-10-23
ice cream,47,2035-03-10
butter,63,2030-02-13
rice,12,2036-08-21
eggs,25,2023-12-30
salmon,64,2030-07-07
bread,89,2030-04-03
juice,92,2025-02-16
chocolate,20,2033-10-30
chicken,26,2030-03-01
potato chips,94,2024-08-14
vinegar,1,2034-11-07
yogurt,66,2023-01-01
pasta,17,2030-07-29
rice,52,2024-10-26
sugar,20,2024-12-10
potato chips,93,2028-05-24
butter,39,2029-07-25
ice cream,17,2024-11-03
eggs,9,2025-07-30
potato chips,33,2024-06-15
potato chips,75,2028-07-11
bread,97,2027-11-08
juice,96,2025-05-27
olive oil,49,2029-06-25
milk,94,2029-06-01
eggs,16,2024-08-22
eggs,78,2029-09-08
bread,86,2032-08-11
olive oil,33,2034-05-23
eggs,82,2026-01-08
milk,11,2030-12-05
eggs,45,2023-07-09
sugar,38,2030-10-19
cereal,4,2032-07-06
beef,2,2035-08-06
flour,30,2024-04-22
pasta,91,2026-07-26
soda,49,2030-11-21
salmon,34,2032-04-19
tomatoes,75,2029-09-29
potato chips,13,2031-03-15
beef,62,2029-01-31
butter,61,2027-12-15
juice,39,2031-01-19
sugar,60,2030-01-23
soda,37,2029-07-02
bread,40,2024-08-11
chicken,45,2025-11-22
juice,64,2023-06-21
cereal,40,2026-04-15
eggs,22,2031-11-10
tomatoes,27,2025-02-17
juice,78,2024-01-21
bread,13,2029-02-27
bread,25,2031-06-10
cereal,9,2028-10-28
rice,59,2027-11-07
chicken,38,2031-08-27
beef,82,2031-07-15
cereal,71,2024-03-10
ice cream,79,2031-06-29
cereal,26,2034-03-20
potato chips,45,2031-01-15
eggs,22,2028-03-05
bread,65,2027-01-07
apples,62,2023-11-16
salmon,92,2027-11-15
cereal,15,2028-01-22
salmon,25,2032-03-02
ice cream,30,2029-01-01
carrots,70,2033-04-22
juice,62,2035-08-21
ice cream,94,2031-06-22
chicken,94,2027-07-20
chicken,45,2026-02-05
juice,5,2025-02-26
potato chips,76,2033-12-12
tomatoes,32,2032-02-28
eggs,22,2029-09-04
vinegar,96,2036-07-31
soda,43,2034-04-21
potato chips,2,2027-09-01
salmon,71,2033-06-12
flour,82,2032-10-03
pasta,43,2024-06-24
juice,39,2025-04-14
juice,8,2035-10-05
bananas,86,2028-05-26
pasta,45,2035-02-04
pasta,30,2027-03-22
eggs,19,2035-08-19
eggs,2,2028-02-11
chocolate,33,2031-09-30
salmon,40,2032-08-31
potato chips,35,2027-10-25
chocolate,11,2027-01-18
ice cream,52,2027-10-13
juice,57,2036-04-19
chicken,34,2026-08-23
salmon,85,2026-05-14
butter,13,2035-01-30
eggs,46,2026-09-12
vinegar,51,2028-10-09
yogurt,36,2034-07-02
rice,2,2029-12-21
chicken,82,2032-04-16
salmon,32,2026-04-10
beef,14,2026-03-19
ice cream,24,2028-10-30
yogurt,38,2033-01-21
potato chips,79,2025-05-22
vinegar,53,2027-07-06
salmon,95,2034-11-06
juice,90,2024-07-08
cereal,93,2027-09-30
milk,44,2023-01-21
potatoes,35,2030-11-18
chicken,60,2031-04-04
juice,32,2026-04-10
vinegar,10,2033-11-22
rice,77,2035-02-12
rice,1,2036-08-31
chicken,41,2023-12-23
eggs,20,2033-10-28
chicken,27,2027-10-22
beef,65,2024-06-06
ice cream,61,2025-06-07
eggs,78,2031-10-15
cookies,41,2034-03-02
potato chips,36,2025-06-23
potato chips,62,2028-10-24
pasta,16,2023-09-13
pasta,85,2032-02-07
pasta,57,2025-10-19
eggs,39,2025-04-14
sugar,26,2023-01-26
chicken,15,2035-10-06
vinegar,64,2029-04-29
potato chips,48,2034-11-16
pasta,67,2024-08-13
potato chips,72,2029-12-06
juice,20,2028-12-15
cereal,49,2029-06-25
chicken,18,2032-04-10
chicken,8,2025-10-20
eggs,9,2027-10-02
potato chips,25,2023-10-12
potato chips,48,2034-11-16
juice,20,2030-10-24
vinegar,78,2027-02-01
potato chips,89,2027-02-20
juice,39,2023-12-22
cereal,61,2032-03-16
vinegar,67,2023-03-29
carrots,36,2025-08-23
potatoes,1,2034-11-07
eggs,97,2032-11-30
chicken,91,2025-10-09
flour,66,2035-11-25
pasta,89,2029-11-17
yogurt,8,2034-06-20
soda,8,2033-06-04
rice,65,2036-07-06
yogurt,87,2023-09-29
potato chips,77,2024-02-21
juice,18,2030-02-17
juice,66,2024-02-26
rice,1,2035-04-12
vinegar,48,2034-11-16
tomatoes,51,2031-06-03
milk,2,2027-09-11
chicken,90,2033-03-29
juice,52,2034-03-15
ice cream,95,2026-03-29
tomatoes,36,2029-12-05
vinegar,35,2031-12-29
potato chips,29,2036-02-15
beef,54,2023-11-01
rice,93,2026-09-20
ice cream,6,2026-09-25
cookies,88,2028-04-26
potato chips,84,2031-06-23
olive oil,40,2033-02-12
potato chips,40,2024-08-11
flour,29,2030-06-08
chicken,52,2033-09-07
beef,1,2026-07-05
chicken,37,2026-07-30
beef,64,2025-05-11
eggs,96,2025-04-13
eggs,9,2035-02-07
chocolate,14,2036-06-22
chicken,61,2023-06-15
butter,56,2034-08-06
olive oil,98,2033-06-25
eggs,90,2033-12-27
butter,56,2023-08-17
butter,16,2031-07-06
cereal,69,2025-09-05
beef,61,2023-07-12
cereal,65,2031-08-25
beef,20,2028-03-31
butter,21,2024-10-22
salmon,6,2033-11-03
ice cream,22,2032-02-11
tomatoes,64,2023-11-08
potato chips,78,2025-09-07
cereal,9,2030-12-16
yogurt,78,2028-04-24
cereal,89,2023-08-02
potato chips,22,2024-11-21
butter,27,2031-10-26
rice,81,2036-04-02
juice,28,2031-10-25
tomatoes,37,2024-11-27
eggs,97,2024-03-09
juice,44,2031-07-02
cereal,40,2024-11-14
juice,58,2034-06-10
potato chips,29,2032-12-01
cereal,4,2036-02-25
beef,64,2023-06-21
potatoes,70,2032-05-05
juice,65,2036-07-06
soda,3,2023-09-24
sugar,43,2030-03-09
eggs,35,2032-01-16
potato chips,81,2033-11-15
vinegar,83,2034-09-12
juice,64,2028-05-11
vinegar,20,2034-04-03
cereal,25,2031-05-19
soda,6,2034-06-19
pasta,8,2034-05-12
milk,26,2032-07-26
juice,17,2033-02-25
potato chips,73,2034-11-10
cereal,95,2023-05-09
bananas,78,2027-06-01
yogurt,36,2034-06-25
apples,85,2025-03-19
chicken,94,2029-07-20
butter,87,2035-08-15
beef,78,2024-11-13
olive oil,7,2028-10-23
sugar,76,2032-03-11
salmon,94,2027-10-01
eggs,25,2032-03-02
juice,2,2027-09-01
juice,98,2035-11-03
beef,36,2026-09-29
juice,70,2035-01-01
cereal,60,2025-12-05
yogurt,85,2025-09-19
apples,98,2024-10-08
beef,19,2028-05-06
salmon,17,2025-04-04
eggs,3,2026-12-01
rice,40,2034-05-30
vinegar,48,2036-04-29
eggs,30,2023-08-31
olive oil,89,2025-03-02
beef,62,2028-10-24
soda,23,2031-10-29
eggs,31,2036-06-30
potato chips,27,2028-10-29
chicken,20,2024-07-25
eggs,12,2024-07-27
soda,63,2023-10-24
olive oil,95,2036-08-16
cereal,22,2028-02-10
milk,95,2026-02-21
juice,61,2030-09-25
pasta,68,2024-06-20
chicken,19,2028-12-23
flour,99,2025-08-19
juice,9,2029-10-26
potato chips,6,2032-06-06
olive oil,19,2028-12-23
beef,87,2028-12-22
ice cream,5,2025-07-23
cereal,72,2030-12-22
bread,6,2035-08-08
pasta,53,2033-06-20
eggs,20,2035-11-30
beef,51,2029-11-21
eggs,31,2034-01-08
chicken,25,2024-11-05
milk,36,2024-02-16
pasta,39,2030-05-14
vinegar,38,2023-09-07
juice,60,2033-03-01
cereal,23,2029-10-23
chocolate,97,2023-03-16
eggs,66,2032-06-03
olive oil,92,2036-08-27
cookies,32,2028-07-28
ice cream,36,2026-09-21
potato chips,17,2032-09-02
vinegar,80,2029-02-01
olive oil,8,2035-08-28
juice,94,2027-04-14
juice,82,2033-09-16
yogurt,57,2028-06-16
salmon,38,2031-03-28
juice,61,2034-09-15
bread,78,2030-12-27
ice cream,38,2032-10-15
beef,79,2030-03-14
chicken,72,2034-07-09
onions,40,2034-07-23
flour,19,2029-08-23
potato chips,58,2025-07-01
butter,27,2024-03-22
potato chips,48,2024-12-15
chicken,62,2031-01-03
chicken,96,2034-10-04
chicken,34,2029-12-15
soda,19,2024-07-30
potato chips,29,2030-05-28
salmon,89,2036-07-12
chicken,33,2032-10-18
milk,96,2025-02-13
flour,29,2025-10-30
eggs,14,2026-09-09
onions,70,2036-01-11
salmon,1,2028-01-25
yogurt,70,2032-05-13
vinegar,43,2036-07-11
pasta,84,2030-07-26
salmon,28,2035-05-19
chicken,13,2027-09-20
rice,41,2033-11-21
rice,5,2023-03-10
olive oil,71,2025-01-15
chicken,49,2033-07-26
eggs,42,2032-03-15
chicken,7,2029-08-26
juice,37,2030-10-15
pasta,71,2033-06-12
cookies,79,2027-05-06
chocolate,36,2033-05-26
rice,79,2033-12-11
butter,84,2034-02-02
juice,81,2025-10-17
olive oil,28,2026-06-09
cookies,48,2025-09-24
butter,69,2034-08-18
eggs,38,2036-08-02
chocolate,78,2026-05-17
butter,66,2023-09-01
potato chips,98,2023-11-28
vinegar,42,2028-10-03
bread,7,2029-04-06
salmon,67,2024-08-13
potato chips,32,2024-12-05
rice,76,2031-04-22
juice,78,2028-12-14
ice cream,96,2025-02-13
sugar,6,2033-10-13
juice,78,2034-02-15
rice,31,2035-07-21
eggs,45,2034-06-13
beef,52,2035-01-28
potato chips,96,2027-09-27
ice cream,52,2027-10-13
eggs,22,2034-03-09
cereal,45,2033-04-10
potato chips,14,2032-01-10
eggs,92,2033-04-29
olive oil,18,2035-06-20
juice,72,2023-04-26
potato chips,38,2026-04-16
eggs,38,2033-07-07
apples,81,2035-09-01
chocolate,96,2024-08-31
pasta,61,2025-01-02
cereal,22,2032-05-02
beef,90,2034-01-09
chocolate,61,2025-12-01
salmon,97,2029-01-13
juice,26,2033-09-18
eggs,20,2025-04-15
bread,54,2023-11-26
vinegar,85,2030-10-12
olive oil,93,2026-09-20
milk,45,2028-08-07
juice,47,2032-06-08
butter,42,2028-01-08
salmon,86,2024-07-01
beef,26,2033-09-18
ice cream,48,2027-09-07
tomatoes,54,2031-03-30
potato chips,51,2024-09-11
chocolate,24,2030-12-13
soda,86,2025-07-27
juice,72,2026-07-17
potatoes,45,2027-05-04
bread,80,2033-10-23
soda,94,2034-09-06
chicken,83,2023-08-05
chicken,6,2029-02-14
pasta,29,2031-10-07
salmon,48,2024-12-15
ice cream,73,2027-07-05
beef,5,2032-11-22
vinegar,19,2036-08-09
eggs,47,2024-08-19
yogurt,57,2032-10-11
eggs,32,2035-05-09
potato chips,80,2026-09-03
butter,87,2035-08-15
eggs,14,2032-11-05
chicken,40,2034-07-23
cereal,5,2035-05-07
chicken,4,2032-07-06
sugar,71,2033-08-28
ice cream,77,2024-05-21
sugar,1,2027-01-20
pasta,19,2028-06-28
juice,61,2025-09-12
chicken,69,2026-10-10
tomatoes,88,2029-11-26
juice,90,2033-03-05
salmon,3,2025-05-25
bananas,67,2031-05-01
potatoes,82,2031-01-07
potato chips,12,2027-06-26
beef,55,2034-11-26
butter,94,2029-08-20
salmon,9,2029-05-18
vinegar,25,2035-09-03
butter,69,2036-08-10
potato chips,8,2029-06-22
chicken,74,2036-07-24
rice,86,2027-01-11
juice,81,2032-04-07
juice,34,2035-01-10
beef,91,2034-01-11
carrots,5,2031-02-24
cheese,98,2032-10-09
butter,51,2031-05-25
beef,97,2028-08-19
apples,84,2027-06-20
salmon,34,2028-09-06
ice cream,56,2028-05-01
salmon,21,2024-12-26
ice cream,79,2025-10-15
chicken,66,2028-10-20
juice,90,2034-01-09
potato chips,79,2030-04-05
rice,40,2024-03-05
sugar,91,2031-06-05
potato chips,32,2030-02-09
chicken,73,2027-08-16
flour,94,2027-07-20
juice,6,2032-12-18
soda,90,2024-07-08
vinegar,10,2033-01-12
rice,92,2030-08-08
chocolate,39,2030-05-14
flour,95,2029-09-09
cereal,25,2034-12-22
rice,94,2030-01-11
apples,46,2036-06-12
eggs,68,2033-05-21
juice,55,2025-05-14
salmon,75,2035-05-06
cereal,62,2035-10-08
yogurt,9,2025-12-30
chicken,46,2033-08-18
beef,31,2035-03-13
juice,15,2035-01-25
beef,83,2032-09-06
juice,39,2036-07-08
cereal,95,2027-08-26
chicken,96,2034-02-12
milk,64,2023-05-08
pasta,92,2030-08-08
milk,72,2033-01-02
olive oil,16,2029-03-20
potato chips,17,2035-10-27
beef,36,2036-01-22
yogurt,96,2031-12-05
eggs,87,2027-05-11
potatoes,88,2030-08-24
cookies,3,2023-02-06
ice cream,72,2024-07-31
sugar,69,2036-08-10
juice,67,2026-12-29
bread,43,2036-04-28
eggs,27,2027-10-22
chicken,90,2024-10-17
olive oil,76,2034-11-12
rice,29,2033-01-08
cereal,24,2034-08-28
juice,4,2029-05-08
chicken,16,2029-01-03
chocolate,77,2036-05-06
tomatoes,76,2023-07-06
