itemDescription,Member_number,Date
chocolate,39,2033-07-18
eggs,46,2032-10-21
chicken,10,2033-02-26
yogurt,97,2023-02-23
soda,39,2023-01-27
chocolate,30,2025-01-14
cereal,22,2028-03-05
butter,80,2035-01-22
sugar,91,2036-03-27
soda,21,2026-06-07
cereal,73,2027-06-24
carrots,46,2023-01-23
milk,50,2030-05-29
cereal,34,2035-01-19
soda,45,2036-02-07
soda,11,2030-04-12
apples,81,2034-07-03
bread,31,2033-05-01
ice cream,1,2027-01-13
sugar,99,2030-07-18
cereal,8,2035-08-16
pasta,70,2029-11-13
cereal,51,2035-04-18
bread,71,2030-10-22
chocolate,11,2031-07-28
yogurt,9,2029-05-18
carrots,79,2029-04-19
bread,64,2030-07-07
onions,23,2036-09-04
butter,78,2023-06-14
flour,80,2031-11-12
cereal,84,2028-01-20
milk,41,2026-08-06
carrots,2,2031-02-21
sugar,36,2031-02-20
yogurt,71,2035-02-05
yogurt,9,2034-04-30
onions,61,2035-11-24
chocolate,12,2030-08-21
flour,70,2035-12-18
bread,34,2031-10-08
ice cream,80,2036-01-23
yogurt,43,2035-08-31
cereal,87,2036-07-20
tomatoes,19,2025-09-29
cereal,35,2034-11-11
bread,51,2026-12-18
bread,55,2030-04-16
milk,38,2033-07-07
flour,64,2026-08-25
cereal,95,2030-05-21
sugar,11,2032-08-05
bananas,37,2024-01-11
soda,58,2028-01-07
sugar,50,2029-05-31
soda,63,2033-06-10
bread,96,2025-04-13
onions,31,2035-07-21
bananas,20,2024-06-16
yogurt,49,2034-03-28
chicken,56,2035-04-03
milk,66,2027-08-30
ice cream,21,2034-11-14
juice,41,2031-12-25
ice cream,11,2032-04-04
eggs,44,2029-08-25
sugar,78,2030-06-13
milk,26,2031-04-13
butter,63,2030-11-11
potatoes,48,2026-03-22
potatoes,96,2025-05-27
butter,4,2033-05-28
yogurt,56,2026-03-02
chicken,79,2027-11-14
potatoes,41,2023-12-23
rice,35,2025-03-23
yogurt,85,2034-08-09
milk,48,2023-10-31
milk,68,2025-02-08
onions,88,2028-02-17
sugar,41,2025-06-02
sugar,21,2033-12-26
onions,60,2023-04-11
onions,28,2035-05-19
cereal,12,2025-07-09
bread,1,2028-01-25
potatoes,22,2030-03-19
yogurt,37,2026-04-14
pasta,27,2036-06-03
eggs,94,2030-01-11
chocolate,63,2028-10-07
bread,19,2027-12-09
sugar,20,2029-05-22
soda,49,2036-09-07
ice cream,72,2024-07-31
cookies,6,2036-02-09
bananas,41,2029-04-30
eggs,99,2029-05-16
ice cream,89,2032-02-03
chocolate,12,2023-03-22
flour,45,2026-02-14
chicken,41,2028-02-24
soda,19,2029-03-10
cereal,61,2035-11-11
cereal,96,2031-11-06
rice,50,2026-12-07
butter,3,2030-06-02
sugar,16,2036-07-16
bread,64,2033-12-06
cereal,7,2027-03-30
yogurt,46,2030-03-15
sugar,10,2026-05-19
pasta,94,2031-04-11
potatoes,58,2028-01-03
flour,20,2032-06-02
cookies,62,2035-03-29
cookies,69,2023-10-18
sugar,97,2034-06-21
chocolate,66,2025-05-18
juice,7,2025-12-02
bread,13,2035-01-30
cereal,61,2024-08-16
bananas,52,2034-03-15
butter,50,2028-07-07
butter,95,2029-06-17
butter,51,2030-09-01
cereal,58,2030-04-17
flour,87,2034-09-08
cereal,86,2034-01-27
cereal,87,2023-06-06
cereal,88,2030-07-09
cereal,94,2027-09-05
sugar,21,2026-11-25
onions,80,2031-01-30
bananas,71,2032-11-06
ice cream,4,2028-12-26
ice cream,16,2033-02-05
butter,8,2030-11-01
rice,22,2023-04-14
bread,76,2028-06-22
cereal,94,2023-09-23
bread,49,2033-10-03
yogurt,8,2036-02-03
bananas,98,2028-06-30
chicken,12,2026-06-08
cereal,23,2029-11-12
cereal,58,2036-07-28
milk,44,2028-10-11
carrots,34,2033-12-20
chocolate,43,2036-04-28
flour,92,2033-02-06
sugar,12,2024-07-27
cereal,61,2025-01-02
eggs,62,2024-11-11
tomatoes,63,2034-03-23
butter,53,2027-05-29
bread,55,2027-03-27
soda,8,2025-08-05
butter,71,2029-02-09
cereal,38,2023-11-21
eggs,27,2033-08-10
butter,23,2030-11-03
potatoes,41,2023-12-23
bread,43,2035-12-02
bananas,97,2028-08-19
sugar,7,2033-01-11
soda,39,2024-11-23
flour,34,2026-08-23
milk,22,2034-04-19
carrots,65,2025-04-11
yogurt,52,2026-12-27
ice cream,90,2030-02-15
cereal,24,2026-11-10
cereal,54,2027-04-21
butter,31,2024-12-25
soda,82,2029-05-01
rice,9,2028-11-24
bread,49,2034-01-02
chocolate,73,2030-06-18
chicken,23,2034-08-14
sugar,50,2032-03-17
rice,34,2035-03-01
milk,64,2031-04-21
carrots,49,2036-01-10
cereal,71,2029-11-05
carrots,42,2027-07-12
milk,78,2033-03-27
sugar,19,2029-08-23
cereal,30,2030-08-07
eggs,75,2028-12-04
cereal,91,2036-06-25
cookies,67,2030-08-23
onions,75,2033-07-11
chocolate,3,2025-05-25
soda,12,2033-09-20
cereal,9,2025-10-31
cheese,36,2023-07-26
onions,52,2034-06-23
tomatoes,34,2031-04-28
soda,10,2036-06-05
milk,56,2024-03-02
chicken,24,2033-10-02
milk,70,2030-01-12
butter,2,2030-05-08
chocolate,78,2031-10-15
sugar,86,2034-01-27
cereal,81,2030-12-20
cereal,14,2026-03-19
sugar,65,2029-02-23
pasta,45,2023-04-28
flour,12,2030-09-19
bread,47,2026-02-08
carrots,95,2026-02-21
yogurt,54,2036-02-28
bananas,60,2031-03-26
soda,10,2032-05-17
chocolate,18,2035-11-22
cereal,51,2034-05-15
milk,85,2032-11-20
yogurt,22,2030-03-19
cereal,82,2027-04-01
soda,77,2030-04-11
sugar,45,2028-08-07
chocolate,75,2026-05-01
yogurt,18,2031-10-22
sugar,2,2031-02-21
ice cream,88,2026-01-09
chocolate,76,2023-07-06
yogurt,45,2031-02-02
tomatoes,53,2029-08-27
potatoes,67,2029-12-26
butter,38,2027-01-21
milk,43,2035-12-02
butter,58,2028-04-16
bread,60,2023-05-23
flour,83,2034-01-21
bananas,47,2032-02-26
cereal,37,2030-12-31
cereal,62,2034-12-28
cereal,60,2023-03-11
sugar,46,2032-05-22
pasta,73,2030-06-30
carrots,72,2025-03-07
ice cream,22,2028-03-05
butter,65,2036-07-06
bananas,54,2033-09-21
pasta,9,2030-10-10
flour,84,2024-03-24
apples,76,2033-12-12
sugar,24,2029-09-02
yogurt,72,2027-06-23
cheese,95,2026-03-29
eggs,85,2034-10-10
sugar,58,2025-07-01
bananas,89,2035-02-20
chocolate,41,2028-06-29
cookies,17,2028-05-10
milk,30,2025-01-14
butter,74,2034-07-27
soda,64,2025-06-18
chocolate,68,2026-09-08
tomatoes,89,2035-02-20
ice cream,91,2026-08-21
chicken,57,2036-04-19
bread,97,2029-11-30
eggs,85,2031-02-22
bread,70,2025-10-10
cereal,50,2035-04-21
bananas,53,2027-11-30
flour,98,2032-10-09
bread,66,2034-02-11
yogurt,12,2030-09-19
milk,9,2028-05-31
apples,83,2026-11-01
ice cream,25,2036-05-19
soda,78,2031-11-21
chocolate,26,2030-03-01
chocolate,98,2034-11-04
bread,71,2023-08-09
bread,92,2033-09-30
flour,38,2029-12-13
flour,39,2031-12-20
bananas,38,2024-07-05
cereal,1,2030-04-13
apples,53,2029-11-19
juice,97,2030-12-21
flour,60,2034-07-10
sugar,94,2034-10-12
chocolate,9,2035-01-16
bread,67,2031-07-26
chocolate,65,2027-01-07
yogurt,39,2023-01-27
chocolate,19,2032-09-11
yogurt,85,2033-07-06
cereal,84,2033-04-24
cereal,78,2034-11-29
bananas,64,2029-05-15
apples,27,2023-12-31
flour,18,2030-02-17
sugar,7,2032-02-17
soda,68,2028-11-19
ice cream,18,2034-07-17
milk,55,2034-09-02
bananas,33,2032-10-01
cereal,88,2028-08-06
carrots,12,2034-06-08
eggs,88,2024-10-16
chocolate,81,2034-01-07
cereal,68,2033-06-19
milk,14,2024-02-02
cheese,14,2034-08-03
flour,5,2024-03-07
butter,38,2033-01-21
tomatoes,81,2034-01-07
cereal,6,2031-12-31
sugar,30,2029-04-10
yogurt,81,2035-11-17
butter,38,2028-01-28
chocolate,67,2027-04-02
sugar,1,2024-07-16
tomatoes,70,2035-09-18
chocolate,19,2024-11-07
cereal,87,2025-11-02
flour,2,2031-07-01
cereal,96,2023-09-28
flour,70,2026-03-27
flour,3,2027-02-12
milk,7,2026-10-20
cheese,69,2031-11-16
chocolate,68,2032-11-11
bread,18,2034-09-26
ice cream,95,2033-02-16
sugar,56,2024-03-02
milk,7,2030-02-26
ice cream,34,2029-10-14
pasta,15,2035-08-09
chocolate,42,2029-08-07
milk,57,2023-03-30
chocolate,8,2029-08-08
flour,85,2032-08-07
flour,68,2036-02-27
cereal,19,2024-09-14
butter,96,2029-12-23
milk,90,2030-08-16
yogurt,35,2035-02-18
soda,33,2027-03-12
onions,68,2036-06-09
milk,17,2024-07-13
ice cream,25,2031-02-06
cereal,93,2027-04-27
milk,37,2032-08-03
yogurt,47,2026-07-22
ice cream,51,2024-09-11
ice cream,56,2030-06-05
flour,74,2034-11-17
eggs,25,2033-03-02
bread,56,2028-02-03
carrots,38,2026-08-16
butter,64,2025-06-18
chocolate,66,2034-02-11
chocolate,48,2030-04-29
flour,24,2028-10-15
milk,12,2024-07-27
yogurt,80,2028-12-18
yogurt,42,2027-07-12
cereal,64,2034-03-31
ice cream,65,2031-06-09
eggs,8,2036-07-02
milk,37,2035-01-07
tomatoes,90,2034-01-09
butter,51,2025-07-31
cereal,97,2024-03-09
cereal,11,2027-01-18
chocolate,50,2025-01-03
bananas,8,2032-02-12
sugar,79,2025-05-28
bread,60,2026-01-28
cereal,86,2034-01-13
tomatoes,32,2024-12-05
cereal,65,2029-02-23
cereal,69,2030-10-25
ice cream,67,2026-09-24
carrots,26,2026-09-19
yogurt,13,2027-01-29
chicken,9,2024-03-04
milk,23,2033-02-01
flour,6,2030-03-06
sugar,26,2032-03-07
bread,13,2036-01-05
flour,27,2035-05-22
yogurt,98,2031-02-04
sugar,99,2036-07-25
butter,23,2030-10-01
milk,58,2029-12-24
ice cream,55,2023-04-17
butter,5,2024-02-28
yogurt,91,2032-07-15
ice cream,52,2024-01-15
milk,93,2027-12-30
chocolate,77,2024-02-21
carrots,4,2027-08-03
soda,57,2036-01-18
tomatoes,5,2036-02-20
ice cream,96,2032-03-26
flour,39,2028-08-02
soda,76,2029-11-02
flour,80,2031-11-12
flour,89,2023-03-01
pasta,4,2028-04-10
ice cream,21,2027-12-13
rice,30,2028-05-22
cereal,27,2028-10-29
milk,17,2035-06-15
flour,72,2031-02-25
butter,79,2024-10-27
soda,76,2034-04-01
juice,38,2031-03-29
butter,38,2023-11-21
apples,42,2027-07-12
yogurt,51,2034-08-04
cereal,33,2025-05-05
flour,47,2026-01-03
ice cream,63,2024-06-03
chocolate,97,2032-11-30
soda,37,2032-04-30
bread,51,2026-12-16
yogurt,26,2030-03-01
yogurt,77,2034-01-23
sugar,75,2025-01-07
milk,71,2032-11-06
cereal,85,2023-12-04
milk,43,2029-02-15
milk,76,2028-04-25
flour,59,2034-03-10
tomatoes,37,2023-04-08
ice cream,80,2035-02-16
ice cream,58,2031-03-11
bread,89,2033-10-05
tomatoes,80,2023-12-11
onions,12,2034-06-09
cookies,69,2031-10-11
ice cream,5,2025-03-24
bread,44,2030-06-01
chocolate,2,2029-03-03
yogurt,52,2027-10-13
chocolate,90,2033-03-05
eggs,82,2026-12-09
bread,5,2024-02-10
chocolate,85,2032-08-21
milk,3,2030-08-15
yogurt,21,2027-05-12
sugar,10,2033-06-26
sugar,91,2035-07-10
soda,15,2031-10-30
cereal,31,2024-12-25
bread,60,2028-05-02
bread,25,2036-05-19
chocolate,77,2033-11-09
bananas,66,2035-11-25
cereal,84,2035-12-23
yogurt,73,2027-08-16
sugar,72,2030-06-20
flour,86,2029-11-28
soda,80,2025-12-03
ice cream,9,2029-07-11
milk,88,2034-05-05
potatoes,36,2027-04-24
butter,68,2028-03-09
yogurt,86,2026-04-02
milk,3,2024-01-08
milk,59,2032-01-06
soda,75,2031-12-07
ice cream,51,2033-05-18
flour,39,2029-07-25
ice cream,46,2032-05-22
cereal,61,2033-06-01
sugar,69,2032-12-11
eggs,27,2033-09-27
butter,78,2029-05-21
cookies,62,2029-01-11
chicken,77,2024-02-21
milk,60,2034-07-10
ice cream,72,2025-03-07
cereal,79,2035-11-19
potatoes,59,2036-03-18
butter,36,2028-10-10
flour,7,2027-03-01
milk,92,2034-06-22
ice cream,79,2026-07-21
potatoes,99,2032-09-13
chocolate,46,2035-01-21
yogurt,55,2024-04-25
butter,78,2027-06-01
eggs,50,2029-10-29
bread,80,2032-12-23
bread,7,2027-03-30
ice cream,10,2023-09-08
milk,9,2032-03-12
milk,10,2035-07-23
ice cream,42,2033-02-28
soda,92,2034-09-20
cheese,39,2029-05-04
tomatoes,61,2036-09-05
chicken,14,2034-07-07
sugar,9,2027-03-04
bread,99,2029-07-09
chocolate,44,2023-02-07
milk,98,2023-09-21
milk,41,2028-02-23
cookies,68,2024-06-20
yogurt,84,2031-07-14
soda,51,2023-07-21
eggs,95,2033-09-13
apples,29,2035-08-27
butter,78,2036-08-22
tomatoes,2,2026-06-26
sugar,38,2033-01-21
butter,56,2029-01-16
yogurt,94,2031-06-22
cereal,1,2025-12-10
cookies,88,2024-09-10
cereal,24,2024-03-11
carrots,59,2036-02-06
cereal,97,2028-07-27
sugar,20,2028-05-25
cereal,72,2034-07-09
soda,84,2024-03-24
flour,29,2023-08-12
eggs,59,2023-11-02
juice,35,2034-02-10
milk,58,2029-09-30
juice,71,2034-01-31
carrots,81,2032-02-09
onions,34,2025-03-20
bread,70,2033-04-23
butter,9,2029-07-11
sugar,24,2036-07-29
soda,77,2030-03-29
yogurt,12,2033-02-19
yogurt,10,2024-10-05
ice cream,27,2035-06-28
flour,31,2033-01-17
sugar,48,2031-02-07
apples,51,2035-12-25
carrots,7,2027-12-20
chicken,66,2029-01-25
butter,73,2024-03-03
flour,52,2026-01-06
flour,36,2032-02-18
sugar,9,2026-03-07
yogurt,94,2029-06-01
yogurt,50,2032-03-17
sugar,21,2026-06-07
bread,87,2027-10-24
bread,13,2029-02-27
rice,55,2033-01-04
chocolate,9,2026-06-29
soda,84,2033-04-24
bread,29,2028-03-20
juice,46,2027-12-22
cookies,94,2033-01-13
cereal,49,2023-10-13
apples,7,2034-01-15
flour,57,2036-07-18
flour,14,2032-11-23
ice cream,65,2026-11-03
juice,91,2035-07-10
milk,14,2036-06-22
flour,45,2025-11-05
yogurt,49,2031-10-27
bread,30,2030-12-29
rice,19,2025-11-19
cereal,81,2035-02-19
milk,49,2033-04-04
pasta,71,2028-12-31
cereal,41,2027-02-26
ice cream,48,2024-02-05
cereal,79,2027-11-12
flour,9,2031-08-18
flour,9,2030-12-16
chocolate,80,2028-11-02
flour,81,2035-02-19
juice,99,2028-08-12
flour,12,2032-01-12
soda,26,2032-10-26
butter,69,2029-12-09
cereal,23,2030-04-08
chocolate,33,2026-04-04
cereal,78,2023-05-03
chocolate,60,2033-03-01
butter,15,2027-08-04
rice,19,2026-01-11
soda,30,2028-05-22
tomatoes,70,2031-02-08
cheese,16,2023-02-09
chocolate,8,2036-02-03
apples,48,2032-02-08
soda,87,2029-10-06
bread,95,2029-09-09
soda,14,2025-01-18
chocolate,29,2024-11-22
milk,53,2030-08-12
butter,87,2027-12-26
chicken,24,2035-07-15
cereal,26,2023-01-26
pasta,82,2035-03-15
sugar,31,2025-10-24
sugar,84,2026-10-05
juice,86,2031-11-19
cereal,56,2030-05-05
soda,4,2027-03-06
rice,70,2031-04-23
chicken,46,2026-09-12
bread,79,2028-06-18
ice cream,13,2033-11-05
yogurt,64,2036-01-20
apples,12,2034-09-18
flour,4,2031-11-13
butter,7,2026-03-16
cereal,12,2033-09-20
juice,58,2026-05-24
pasta,94,2024-08-14
yogurt,62,2023-10-20
flour,29,2032-07-19
butter,86,2034-01-27
cereal,30,2026-07-03
sugar,65,2025-08-21
yogurt,44,2032-02-05
milk,54,2030-03-28
cereal,54,2030-09-30
ice cream,48,2034-11-16
pasta,27,2030-03-24
milk,93,2031-08-12
yogurt,20,2035-12-17
cookies,91,2034-05-27
milk,85,2027-12-21
yogurt,87,2028-12-22
bread,33,2031-08-13
apples,62,2032-03-08
juice,27,2036-06-03
chocolate,37,2029-02-20
flour,99,2025-05-04
potatoes,97,2034-08-20
potatoes,29,2024-06-02
cereal,45,2034-06-13
sugar,80,2033-10-23
cereal,11,2025-05-29
cheese,11,2032-03-21
cereal,97,2034-02-13
rice,13,2031-05-26
bread,5,2031-02-24
apples,71,2035-10-24
soda,77,2025-03-22
yogurt,90,2030-02-15
yogurt,85,2035-05-08
cereal,81,2033-03-30
bread,89,2033-05-09
bread,47,2023-01-30
sugar,57,2033-12-25
yogurt,54,2030-03-28
ice cream,86,2029-03-12
cereal,99,2025-06-29
bread,41,2024-10-21
ice cream,52,2034-06-23
potatoes,67,2026-08-19
tomatoes,93,2032-04-01
soda,12,2023-10-07
sugar,11,2029-01-04
yogurt,60,2036-06-04
butter,72,2025-04-12
butter,22,2031-11-10
bread,77,2030-05-12
onions,27,2023-08-16
ice cream,89,2036-02-24
cereal,16,2032-05-07
chicken,46,2025-08-11
potatoes,7,2026-03-08
soda,3,2025-03-04
cookies,2,2034-06-06
chocolate,22,2023-03-14
flour,94,2035-10-17
cereal,71,2033-08-28
apples,16,2032-05-07
flour,99,2029-03-08
cereal,45,2027-04-22
ice cream,58,2034-09-16
sugar,55,2031-09-09
soda,84,2023-12-05
bananas,54,2024-08-15
cereal,44,2024-05-09
cereal,94,2023-01-13
yogurt,62,2024-12-20
cereal,12,2023-03-22
bread,95,2035-08-25
yogurt,97,2028-09-27
ice cream,19,2033-09-10
bread,33,2023-10-03
flour,74,2024-08-18
sugar,76,2030-02-02
cereal,49,2034-10-15
sugar,39,2027-02-07
butter,9,2029-02-25
sugar,81,2035-11-17
sugar,9,2025-10-31
pasta,90,2033-12-27
yogurt,62,2024-01-25
butter,17,2030-07-10
flour,24,2034-08-28
butter,40,2024-03-05
ice cream,58,2026-04-18
cereal,44,2028-04-07
cereal,38,2031-03-29
yogurt,83,2030-08-18
bread,48,2036-04-29
flour,93,2032-09-15
soda,67,2024-06-23
flour,63,2024-07-03
onions,68,2030-03-10
sugar,1,2030-04-13
apples,84,2028-09-23
sugar,72,2033-01-02
pasta,80,2024-05-25
flour,37,2032-11-18
yogurt,5,2024-02-28
carrots,50,2027-04-26
ice cream,92,2032-06-21
soda,34,2029-10-14
cereal,16,2028-08-05
yogurt,86,2029-06-26
juice,20,2035-12-17
milk,58,2036-03-21
soda,7,2027-03-01
chocolate,80,2035-01-08
flour,98,2035-08-22
sugar,49,2036-02-10
soda,18,2031-06-30
flour,94,2035-03-30
bread,15,2031-05-24
bread,26,2033-10-08
ice cream,96,2029-11-29
yogurt,3,2025-11-21
flour,29,2023-06-09
bread,9,2025-09-23
juice,76,2029-11-27
yogurt,78,2031-11-11
milk,31,2034-10-01
chocolate,81,2024-04-14
sugar,54,2024-08-26
yogurt,49,2030-06-22
chocolate,88,2033-07-19
ice cream,20,2028-12-15
cereal,14,2024-02-02
cereal,13,2026-05-23
soda,8,2036-02-03
butter,4,2027-01-04
chocolate,87,2023-06-06
bananas,58,2028-04-16
onions,83,2033-02-08
sugar,60,2031-07-03
ice cream,30,2027-03-22
yogurt,82,2033-01-23
cereal,12,2023-10-07
chocolate,50,2023-07-23
milk,44,2032-02-05
soda,82,2023-09-10
milk,9,2032-06-09
ice cream,49,2033-04-04
yogurt,25,2028-09-13
apples,9,2026-03-07
juice,28,2027-05-14
ice cream,59,2026-11-26
cereal,44,2025-06-06
soda,27,2023-12-31
juice,49,2034-03-28
flour,72,2028-04-23
butter,34,2027-01-03
soda,3,2024-04-27
cereal,24,2036-03-20
sugar,41,2034-04-06
milk,7,2027-03-01
milk,33,2034-02-03
flour,35,2032-11-21
cereal,12,2029-04-15
flour,56,2030-05-20
sugar,80,2034-03-18
flour,72,2032-07-05
ice cream,23,2023-06-29
cereal,61,2025-06-07
cheese,50,2031-03-02
chocolate,67,2036-08-18
bananas,64,2024-09-20
tomatoes,54,2036-04-10
ice cream,19,2029-10-17
cheese,40,2031-07-17
milk,88,2028-08-06
carrots,23,2023-06-29
carrots,20,2024-05-14
butter,41,2025-06-02
cereal,52,2028-07-10
rice,47,2023-07-29
sugar,71,2031-08-19
cereal,41,2028-02-24
bread,22,2032-04-28
tomatoes,70,2032-04-20
onions,58,2036-07-28
apples,31,2036-01-07
cookies,12,2023-03-22
carrots,84,2025-07-29
chocolate,12,2027-08-19
yogurt,59,2035-09-10
ice cream,43,2026-08-02
sugar,31,2035-11-16
tomatoes,71,2023-10-09
cereal,64,2026-10-29
apples,96,2035-03-25
eggs,2,2024-06-13
sugar,27,2035-01-09
ice cream,83,2024-03-27
chocolate,98,2028-06-30
ice cream,29,2023-08-12
soda,88,2033-07-19
sugar,96,2029-12-23
cereal,10,2034-02-07
potatoes,34,2024-12-08
cookies,22,2032-02-11
ice cream,68,2026-01-26
flour,96,2035-09-25
butter,43,2027-10-16
potatoes,95,2036-05-17
onions,34,2032-09-04
milk,28,2029-08-21
butter,40,2024-08-11
milk,13,2034-04-07
soda,26,2036-09-03
bread,84,2025-10-11
butter,30,2029-07-19
carrots,9,2029-09-11
soda,41,2031-11-25
ice cream,46,2036-08-26
cereal,81,2028-11-15
chocolate,93,2035-07-02
eggs,78,2034-02-15
sugar,58,2034-06-10
milk,28,2032-06-26
yogurt,63,2029-08-19
bananas,46,2036-08-01
chocolate,70,2033-04-23
ice cream,66,2033-06-11
sugar,37,2027-07-13
cereal,34,2031-06-19
cereal,69,2032-10-20
apples,13,2027-10-18
ice cream,72,2023-03-13
flour,7,2027-12-20
milk,90,2030-02-15
sugar,17,2030-07-29
milk,66,2026-02-24
yogurt,43,2028-09-01
chocolate,44,2029-08-14
ice cream,16,2030-11-10
carrots,32,2035-03-05
butter,90,2029-01-14
cheese,42,2028-08-11
milk,77,2035-07-24
bananas,14,2025-02-25
sugar,90,2027-06-25
milk,24,2033-05-29
juice,3,2024-06-09
apples,29,2031-02-26
yogurt,84,2033-04-24
bread,34,2024-12-08
milk,78,2026-08-07
bananas,23,2030-04-08
cookies,13,2023-01-28
ice cream,77,2023-04-13
yogurt,22,2033-05-13
soda,16,2033-02-05
yogurt,17,2031-03-08
chocolate,68,2035-05-31
butter,84,2028-01-20
cereal,70,2025-10-05
potatoes,20,2034-10-20
bananas,6,2034-04-23
milk,55,2024-02-12
butter,39,2025-06-21
chocolate,6,2029-02-14
bread,86,2023-12-10
pasta,68,2034-02-18
eggs,63,2027-04-06
milk,46,2023-01-23
cheese,14,2032-11-23
soda,53,2029-12-31
soda,37,2024-08-25
chocolate,18,2032-04-10
pasta,13,2024-01-22
butter,43,2024-05-12
sugar,15,2033-02-24
flour,10,2032-06-24
butter,88,2031-10-12
ice cream,19,2027-12-06
eggs,29,2035-08-27
cheese,95,2027-08-22
soda,75,2025-11-07
tomatoes,46,2035-11-08
potatoes,41,2028-02-24
sugar,85,2031-04-29
yogurt,74,2036-02-05
onions,45,2032-05-27
butter,89,2034-05-14
soda,54,2028-12-01
sugar,38,2023-07-14
cheese,96,2031-06-16
chocolate,12,2031-08-02
butter,14,2034-08-11
bread,52,2035-01-28
sugar,79,2032-02-10
pasta,77,2033-10-22
cereal,23,2029-10-23
flour,45,2034-08-31
sugar,85,2025-03-19
soda,44,2029-05-29
ice cream,4,2027-03-06
chocolate,92,2025-12-06
cereal,87,2031-02-03
milk,18,2025-05-07
cereal,82,2026-08-03
cereal,81,2032-06-25
cereal,20,2030-03-26
milk,1,2026-07-05
ice cream,70,2025-04-16
yogurt,44,2027-03-07
sugar,45,2036-07-14
yogurt,34,2025-07-04
yogurt,9,2028-05-31
flour,44,2023-05-20
chocolate,96,2025-02-13
ice cream,69,2030-10-25
cereal,58,2023-11-30
soda,98,2033-12-13
onions,14,2030-04-01
yogurt,5,2029-08-11
milk,5,2025-07-23
butter,51,2034-05-15
potatoes,2,2036-08-20
soda,59,2036-03-18
rice,9,2032-10-30
ice cream,53,2027-03-05
chocolate,40,2034-04-12
chocolate,6,2026-03-31
bananas,59,2036-04-18
yogurt,89,2028-05-09
butter,72,2032-07-05
milk,98,2031-02-04
chicken,41,2028-06-19
cereal,22,2032-04-28
juice,6,2026-08-13
flour,68,2033-02-17
sugar,51,2035-01-31
flour,30,2030-08-07
butter,40,2033-07-28
potatoes,78,2027-06-01
pasta,25,2027-11-22
juice,83,2030-08-13
pasta,96,2034-07-11
potatoes,66,2034-02-11
chocolate,28,2030-03-30
sugar,57,2028-03-11
bread,31,2023-05-01
butter,14,2023-04-27
sugar,67,2023-06-10
onions,76,2030-08-17
soda,30,2027-10-05
pasta,61,2032-06-23
onions,81,2034-04-17
flour,21,2035-05-15
butter,33,2027-03-12
cookies,95,2034-12-05
milk,45,2035-04-26
yogurt,17,2029-03-11
flour,51,2032-08-25
soda,43,2024-12-21
cereal,6,2025-11-20
ice cream,16,2026-11-27
chicken,63,2034-03-23
cheese,18,2030-12-07
sugar,77,2035-02-27
butter,35,2034-12-16
milk,83,2025-11-09
cheese,12,2025-07-09
chocolate,26,2032-10-26
yogurt,96,2029-06-23
ice cream,74,2031-09-03
cheese,38,2028-01-28
sugar,41,2027-02-26
soda,96,2025-02-13
tomatoes,56,2024-02-23
chocolate,99,2035-05-23
sugar,55,2032-08-30
chicken,49,2029-08-18
soda,34,2030-07-01
cereal,29,2030-01-07
cereal,38,2028-01-28
yogurt,54,2034-07-18
soda,98,2030-10-26
milk,83,2034-01-21
chocolate,27,2033-09-27
chicken,55,2028-11-23
bread,4,2032-09-08
cheese,21,2026-04-19
cheese,16,2032-05-07
cereal,59,2026-11-26
cereal,55,2027-06-19
sugar,45,2028-12-05
chicken,20,2030-09-18
yogurt,35,2027-10-25
ice cream,81,2027-05-10
ice cream,11,2033-02-18
sugar,9,2027-10-23
yogurt,12,2032-01-12
chocolate,61,2029-09-23
cereal,83,2028-06-25
sugar,37,2032-04-30
flour,78,2031-04-12
cereal,27,2028-09-20
tomatoes,71,2030-03-08
onions,30,2030-03-13
pasta,47,2023-07-29
chocolate,49,2034-10-15
sugar,86,2025-02-03
tomatoes,75,2031-12-07
sugar,74,2030-01-29
yogurt,63,2034-01-19
flour,53,2027-07-06
yogurt,72,2035-09-28
bananas,59,2030-09-07
yogurt,65,2025-04-11
cereal,3,2024-01-08
cereal,5,2029-06-28
yogurt,44,2030-06-01
flour,81,2031-12-14
flour,53,2030-02-11
pasta,50,2029-04-12
cookies,80,2023-11-17
yogurt,76,2029-11-02
bread,23,2023-06-29
bread,57,2034-07-31
cereal,19,2033-01-15
apples,42,2026-12-25
milk,34,2025-11-25
potatoes,54,2025-06-20
sugar,37,2035-12-30
potatoes,86,2029-03-12
flour,24,2030-07-06
bread,25,2032-03-02
sugar,63,2027-08-25
chocolate,55,2034-11-26
milk,74,2031-11-05
chocolate,81,2029-05-30
ice cream,39,2025-04-14
flour,34,2031-04-28
milk,82,2026-12-09
cheese,55,2028-09-11
chocolate,91,2028-02-02
cereal,48,2025-04-06
chocolate,59,2028-03-15
yogurt,4,2027-01-04
yogurt,22,2032-07-20
butter,43,2034-03-11
sugar,56,2030-05-20
butter,10,2035-12-24
eggs,23,2029-07-27
pasta,93,2028-09-09
soda,55,2034-03-19
yogurt,19,2024-09-14
cereal,77,2032-12-04
sugar,2,2023-06-20
soda,33,2023-04-04
ice cream,12,2029-10-01
bread,37,2029-11-07
soda,66,2035-11-25
cereal,55,2034-08-23
sugar,16,2028-01-16
sugar,22,2030-12-08
soda,43,2036-04-11
carrots,94,2029-02-17
