itemDescription,Member_number,Date
soda,6,2025-08-24
soda,41,2025-02-12
onions,50,2030-05-29
juice,37,2035-12-11
cheese,52,2026-12-11
eggs,98,2031-02-04
cookies,66,2028-10-20
ice cream,68,2035-05-31
onions,75,2033-07-12
yogurt,32,2034-05-29
eggs,30,2023-08-31
carrots,63,2025-01-11
bread,86,2023-12-25
apples,74,2027-07-31
bananas,74,2026-05-18
chicken,29,2034-08-21
rice,43,2030-05-09
pasta,62,2028-10-24
tomatoes,89,2026-09-30
ice cream,94,2035-03-30
milk,55,2034-11-26
bananas,92,2030-04-19
yogurt,66,2027-12-05
potatoes,53,2027-12-11
cheese,23,2029-10-23
milk,34,2028-02-08
carrots,36,2030-04-22
onions,33,2025-06-11
rice,87,2035-10-30
eggs,59,2023-11-02
eggs,17,2024-01-24
chocolate,5,2031-02-13
pasta,62,2035-06-22
pasta,7,2025-02-24
cookies,49,2027-02-17
cookies,76,2034-10-09
apples,20,2028-12-15
milk,27,2029-06-03
carrots,68,2035-10-01
onions,38,2035-07-07
chocolate,84,2023-12-05
yogurt,75,2025-11-07
rice,11,2028-06-14
rice,32,2026-04-10
rice,70,2033-03-09
apples,42,2027-06-18
pasta,70,2029-11-13
eggs,38,2035-10-09
pasta,49,2030-11-21
rice,6,2024-04-15
cookies,51,2023-10-30
carrots,93,2032-10-24
juice,15,2027-03-24
bananas,44,2027-03-07
juice,20,2033-10-28
bananas,21,2025-11-17
pasta,66,2033-07-22
cheese,79,2035-12-06
potatoes,5,2036-05-09
carrots,99,2029-03-28
chocolate,66,2030-06-25
juice,10,2033-02-26
onions,13,2033-01-19
soda,99,2023-03-23
cereal,14,2034-08-03
cheese,51,2028-10-01
eggs,25,2025-01-29
chocolate,98,2035-12-22
cheese,30,2033-07-27
bread,94,2027-12-02
apples,52,2030-10-11
apples,78,2030-06-13
onions,23,2029-09-24
cereal,65,2030-08-06
cookies,80,2025-12-03
bananas,21,2034-11-14
carrots,78,2030-01-09
rice,16,2036-01-09
rice,81,2034-07-03
yogurt,19,2028-04-15
pasta,89,2023-12-09
milk,28,2031-10-25
rice,3,2025-05-25
pasta,21,2023-01-03
ice cream,10,2036-06-05
chocolate,42,2035-10-10
milk,47,2035-03-10
soda,20,2035-11-30
apples,49,2028-02-25
juice,81,2026-04-07
potatoes,91,2032-08-04
apples,15,2036-08-05
soda,75,2026-03-12
ice cream,61,2025-07-14
cereal,35,2032-11-07
chocolate,11,2026-11-04
yogurt,28,2026-05-21
bananas,23,2026-10-25
chicken,34,2033-04-08
ice cream,76,2034-11-01
bananas,13,2023-08-29
tomatoes,67,2035-03-21
onions,55,2033-07-03
bananas,20,2030-05-31
ice cream,81,2029-10-07
soda,61,2036-09-05
juice,91,2023-05-27
chocolate,95,2031-01-09
rice,26,2026-01-13
soda,81,2035-07-28
eggs,91,2027-12-08
onions,42,2027-06-29
bananas,82,2035-03-19
chicken,39,2023-01-27
cheese,12,2029-05-11
apples,10,2036-03-13
cookies,49,2034-10-13
carrots,14,2029-12-27
chicken,44,2024-03-15
bread,7,2029-04-06
bread,31,2035-07-31
pasta,81,2035-11-17
rice,11,2029-02-13
eggs,62,2035-06-22
cheese,43,2028-10-04
juice,6,2023-06-11
cereal,7,2034-03-24
cheese,30,2029-04-10
cheese,30,2032-09-21
yogurt,16,2028-08-23
tomatoes,93,2033-05-19
cheese,48,2025-01-16
onions,69,2026-10-10
cookies,60,2036-05-16
pasta,25,2023-12-30
eggs,94,2035-03-30
cookies,45,2025-11-22
carrots,69,2035-01-15
soda,47,2033-12-16
chocolate,34,2031-10-08
chocolate,62,2025-06-08
ice cream,35,2030-10-07
chocolate,44,2035-08-07
ice cream,34,2024-05-19
bread,80,2031-12-11
juice,12,2025-07-09
chocolate,5,2033-03-10
pasta,48,2033-10-20
cheese,7,2025-04-18
bread,75,2025-11-07
rice,11,2028-11-07
tomatoes,72,2035-09-28
potatoes,54,2036-04-10
apples,49,2028-02-25
bananas,35,2030-09-08
pasta,47,2023-07-29
eggs,19,2035-08-19
soda,45,2036-02-07
potatoes,28,2023-09-09
potatoes,95,2035-08-25
apples,85,2025-03-19
rice,17,2030-07-10
chocolate,46,2028-09-30
pasta,57,2024-05-15
eggs,89,2027-09-17
cookies,43,2034-12-18
cookies,7,2030-07-05
tomatoes,23,2032-07-30
yogurt,62,2029-01-31
cookies,15,2035-10-06
potatoes,68,2036-07-22
cheese,6,2030-03-06
rice,68,2025-02-08
rice,7,2027-08-07
potatoes,33,2025-02-15
chocolate,27,2031-07-12
cereal,26,2030-03-01
bread,28,2026-05-21
cookies,41,2031-11-25
soda,71,2030-11-06
chicken,60,2028-02-06
potatoes,64,2023-09-04
chocolate,54,2034-01-22
apples,78,2025-10-07
bananas,62,2025-09-28
carrots,41,2029-04-30
cookies,69,2032-04-17
cereal,63,2027-07-02
apples,55,2032-03-03
chocolate,80,2033-11-04
bread,86,2032-08-09
yogurt,22,2034-03-09
cheese,86,2029-05-27
cereal,66,2029-09-03
pasta,12,2027-02-16
onions,9,2031-07-16
cheese,65,2035-08-18
milk,19,2029-04-04
potatoes,5,2024-02-28
cereal,13,2025-12-04
ice cream,78,2026-09-17
bread,57,2030-11-14
chocolate,24,2025-01-10
cookies,15,2035-10-23
chocolate,49,2030-11-21
potatoes,8,2034-07-12
cheese,7,2023-12-26
chocolate,16,2025-10-06
cheese,69,2025-06-14
apples,86,2031-09-04
bananas,29,2035-02-26
apples,4,2025-01-01
rice,73,2027-06-24
soda,95,2035-07-25
ice cream,50,2029-05-31
cereal,65,2036-07-06
milk,43,2033-06-24
milk,49,2036-02-10
onions,16,2036-07-16
onions,27,2030-05-25
bananas,69,2030-10-25
cookies,75,2033-03-08
cookies,18,2029-04-01
chocolate,8,2030-10-05
milk,54,2028-12-01
cookies,71,2023-10-09
cereal,16,2029-01-03
chocolate,2,2028-12-25
carrots,65,2025-04-11
apples,44,2023-01-21
carrots,26,2033-02-23
milk,41,2027-09-29
cereal,19,2027-03-25
eggs,74,2028-11-29
carrots,46,2026-12-04
cereal,38,2023-11-21
eggs,54,2031-03-30
cheese,53,2027-07-15
eggs,57,2028-04-12
cheese,54,2025-06-20
bananas,81,2028-08-16
tomatoes,28,2023-07-02
eggs,39,2028-07-21
eggs,58,2026-07-18
apples,80,2025-11-10
milk,46,2035-01-21
cookies,42,2029-06-12
yogurt,8,2034-12-19
cereal,24,2023-11-09
bread,73,2032-08-19
juice,26,2032-07-26
chicken,7,2024-04-10
eggs,61,2032-05-18
cookies,39,2032-12-22
yogurt,44,2036-07-10
tomatoes,42,2034-08-22
bread,45,2023-07-31
cheese,21,2029-12-30
bread,19,2036-07-30
chocolate,11,2035-05-13
cookies,90,2029-01-22
yogurt,29,2033-01-08
bread,18,2027-03-08
bread,43,2034-03-11
cheese,16,2028-01-16
cookies,87,2033-09-12
cookies,49,2026-02-06
pasta,26,2026-10-24
chocolate,88,2028-06-24
cheese,37,2035-11-14
pasta,45,2023-07-13
milk,70,2029-07-31
ice cream,61,2030-09-25
potatoes,72,2023-10-22
onions,26,2027-08-21
eggs,77,2027-09-26
ice cream,85,2028-08-14
chicken,1,2027-05-26
rice,43,2028-06-11
bananas,43,2028-09-01
ice cream,27,2033-03-14
cookies,63,2024-07-03
milk,99,2028-10-22
bananas,39,2033-07-18
juice,11,2030-10-18
cheese,78,2028-01-27
cookies,60,2026-01-28
carrots,54,2024-08-15
bananas,97,2036-05-11
cheese,75,2026-11-05
apples,65,2027-10-09
cheese,8,2035-08-16
milk,62,2027-07-19
pasta,72,2025-10-21
yogurt,13,2026-09-22
carrots,53,2036-05-02
milk,93,2028-01-13
onions,19,2033-03-21
bread,20,2027-07-10
bananas,60,2023-04-11
pasta,17,2026-01-14
bread,19,2029-02-05
carrots,81,2026-12-14
ice cream,34,2026-08-23
eggs,87,2033-04-21
potatoes,38,2030-11-29
bananas,62,2023-08-30
apples,50,2030-09-23
apples,98,2028-06-30
soda,48,2030-02-05
yogurt,20,2024-06-16
chicken,42,2023-04-20
chocolate,44,2029-05-29
ice cream,28,2023-09-09
soda,17,2024-01-02
cheese,59,2026-08-14
juice,77,2032-12-04
cereal,82,2025-06-17
ice cream,43,2034-04-21
rice,87,2027-05-11
tomatoes,96,2035-08-11
ice cream,9,2030-07-08
onions,26,2033-10-08
pasta,66,2027-05-27
bread,86,2025-02-03
cereal,11,2033-05-06
bread,92,2031-06-11
ice cream,64,2025-11-27
rice,77,2030-03-29
tomatoes,49,2034-02-08
chocolate,22,2025-05-26
juice,53,2027-12-11
bananas,28,2030-03-04
ice cream,98,2031-05-13
apples,7,2030-07-05
milk,17,2023-06-08
eggs,83,2032-09-26
eggs,26,2032-07-26
tomatoes,92,2035-06-26
ice cream,76,2030-02-02
apples,76,2029-11-02
potatoes,85,2027-11-06
eggs,66,2035-05-30
carrots,68,2028-05-29
pasta,68,2034-04-02
ice cream,16,2029-03-20
soda,77,2032-12-04
apples,20,2031-07-22
pasta,55,2024-07-28
eggs,64,2032-10-23
pasta,42,2028-01-08
rice,24,2029-09-02
chicken,70,2032-05-13
rice,19,2036-02-02
bananas,12,2030-09-19
onions,16,2027-12-14
chicken,19,2034-08-16
soda,77,2033-10-22
bread,93,2028-09-09
pasta,94,2029-10-03
pasta,59,2026-10-18
ice cream,55,2033-11-13
yogurt,20,2032-06-18
juice,79,2027-05-06
tomatoes,41,2028-02-24
milk,71,2035-05-26
pasta,72,2030-06-20
ice cream,35,2026-05-04
carrots,30,2032-09-30
bread,76,2034-05-03
chocolate,78,2024-01-21
tomatoes,33,2025-06-05
soda,76,2028-06-22
cheese,75,2035-06-04
chocolate,87,2024-11-29
pasta,60,2029-04-14
ice cream,18,2029-09-27
soda,30,2032-01-31
cookies,92,2031-03-09
bread,91,2030-12-23
rice,83,2035-11-23
carrots,16,2027-02-08
ice cream,29,2032-07-19
eggs,6,2034-06-19
carrots,30,2035-10-11
chicken,9,2035-09-29
bread,78,2034-02-15
eggs,43,2033-11-20
ice cream,85,2032-02-07
chicken,94,2029-09-07
carrots,40,2023-05-22
eggs,49,2033-04-25
rice,59,2036-03-18
cookies,3,2031-04-02
apples,85,2030-03-25
potatoes,4,2023-05-12
cheese,62,2023-08-26
milk,64,2026-05-10
cheese,66,2030-07-19
chocolate,68,2025-11-12
bananas,76,2034-11-01
juice,6,2036-05-29
potatoes,46,2024-09-28
ice cream,19,2028-06-28
cookies,59,2029-05-20
carrots,90,2025-03-05
eggs,26,2033-02-23
bread,25,2031-05-19
chocolate,22,2023-03-14
yogurt,14,2035-03-03
apples,59,2032-08-22
eggs,20,2031-11-23
potatoes,41,2028-02-24
chocolate,21,2023-01-31
cereal,53,2028-03-14
onions,29,2027-07-28
tomatoes,49,2033-05-07
cheese,73,2033-05-31
rice,27,2035-05-22
cereal,88,2032-09-05
rice,6,2026-03-31
milk,17,2035-06-15
tomatoes,34,2026-11-29
cookies,84,2028-05-20
eggs,83,2032-09-06
ice cream,98,2023-09-21
pasta,87,2028-12-22
chocolate,57,2033-08-20
ice cream,36,2036-08-11
tomatoes,20,2030-11-16
potatoes,69,2026-07-16
cereal,81,2026-12-14
carrots,13,2034-08-05
chocolate,53,2029-11-19
eggs,10,2027-01-26
onions,46,2032-10-21
ice cream,60,2029-02-07
tomatoes,35,2030-10-07
yogurt,21,2029-01-10
bananas,81,2031-10-10
eggs,57,2034-05-24
onions,70,2036-06-14
onions,31,2026-11-20
potatoes,59,2029-05-20
eggs,5,2031-05-28
onions,10,2029-10-20
onions,50,2033-03-03
soda,30,2026-07-03
bananas,35,2032-10-25
tomatoes,37,2026-03-21
cereal,27,2026-02-16
chocolate,92,2023-07-03
yogurt,92,2030-05-04
milk,15,2032-06-12
eggs,2,2033-03-28
milk,8,2029-10-15
potatoes,6,2032-06-06
eggs,36,2024-02-16
carrots,42,2026-12-28
tomatoes,81,2029-05-30
juice,18,2028-07-08
chicken,53,2027-11-16
cheese,88,2030-06-28
chicken,91,2027-12-08
juice,59,2026-10-18
chocolate,45,2028-08-07
apples,49,2034-10-15
soda,53,2027-12-11
potatoes,12,2025-02-11
juice,5,2025-02-26
apples,37,2033-08-06
juice,74,2031-09-03
milk,72,2025-08-02
soda,94,2026-04-25
ice cream,88,2031-04-08
chocolate,61,2023-03-05
milk,1,2023-01-19
cookies,18,2030-01-19
onions,56,2034-01-30
apples,5,2030-01-13
cookies,12,2032-06-20
carrots,93,2032-02-01
rice,14,2033-02-27
carrots,50,2029-04-12
cookies,69,2023-10-18
soda,78,2030-12-27
onions,40,2024-03-05
soda,63,2030-02-13
potatoes,12,2026-06-18
potatoes,65,2030-08-06
bananas,42,2024-05-18
cereal,59,2032-08-22
onions,34,2032-07-10
tomatoes,8,2025-10-20
cereal,88,2031-04-08
bread,9,2028-05-31
yogurt,14,2036-01-24
cheese,22,2028-03-05
tomatoes,15,2025-01-30
rice,8,2026-06-20
bananas,35,2026-10-19
cookies,71,2033-08-28
cereal,53,2023-08-20
soda,66,2023-09-01
cookies,99,2028-08-12
carrots,68,2035-05-31
pasta,54,2024-09-12
chocolate,82,2026-09-01
bread,81,2023-05-26
cookies,60,2033-12-14
carrots,42,2025-09-25
bananas,78,2033-01-22
milk,64,2031-12-03
cookies,95,2033-02-16
apples,43,2028-06-11
eggs,16,2036-08-29
cookies,56,2024-02-20
milk,42,2029-08-07
bananas,9,2032-09-16
juice,96,2029-12-23
cookies,96,2027-04-20
yogurt,51,2026-12-16
cereal,39,2032-12-22
milk,93,2032-11-29
carrots,9,2034-04-30
bananas,58,2025-07-01
chocolate,8,2025-08-05
cheese,96,2034-11-15
chicken,61,2032-05-16
cheese,29,2024-06-02
chocolate,92,2029-06-27
rice,39,2027-09-15
onions,33,2032-10-01
juice,36,2023-10-21
rice,31,2028-03-13
cereal,77,2028-05-27
cookies,74,2026-08-05
chicken,29,2026-05-02
juice,91,2036-03-27
rice,65,2026-09-26
juice,74,2024-05-02
yogurt,98,2029-08-15
rice,95,2029-06-17
bananas,16,2033-02-05
tomatoes,63,2034-03-23
cheese,44,2029-08-14
ice cream,60,2025-12-05
tomatoes,48,2023-05-05
milk,75,2025-06-13
bananas,66,2023-10-17
carrots,66,2030-07-19
apples,68,2035-07-12
ice cream,96,2033-02-02
ice cream,21,2034-11-14
bananas,6,2029-04-13
chicken,85,2034-05-08
chicken,14,2025-02-25
ice cream,33,2025-06-11
chocolate,91,2028-02-02
eggs,60,2031-09-12
chocolate,66,2023-06-19
cereal,48,2030-06-26
eggs,9,2029-07-11
potatoes,19,2027-12-06
tomatoes,99,2027-02-04
pasta,94,2024-08-14
soda,51,2023-07-21
ice cream,33,2024-02-01
bananas,10,2033-06-28
apples,35,2025-04-17
bananas,51,2026-01-25
carrots,32,2028-07-28
ice cream,43,2035-12-02
juice,81,2030-06-15
chicken,22,2031-11-10
potatoes,30,2027-03-22
cheese,72,2026-10-15
cheese,8,2023-10-02
carrots,52,2027-04-03
tomatoes,99,2036-04-27
pasta,79,2024-12-16
tomatoes,60,2028-04-08
chicken,73,2031-05-23
pasta,43,2036-06-21
potatoes,65,2032-04-24
pasta,45,2035-01-04
juice,66,2024-02-15
cookies,53,2028-03-14
onions,81,2035-02-19
cheese,90,2025-03-05
carrots,26,2029-01-12
cereal,13,2030-05-06
eggs,94,2036-02-21
bread,27,2035-01-09
milk,31,2026-11-20
yogurt,96,2029-11-29
juice,70,2036-06-14
eggs,6,2026-03-31
rice,48,2027-08-15
bread,33,2026-12-15
rice,74,2028-11-20
yogurt,53,2030-11-05
rice,4,2028-12-02
carrots,90,2024-07-08
cookies,14,2030-07-14
rice,39,2029-11-01
cheese,36,2030-10-08
cereal,69,2033-04-05
soda,54,2025-04-21
ice cream,36,2030-07-12
potatoes,90,2029-06-07
milk,4,2029-07-28
onions,88,2036-07-04
potatoes,36,2027-04-24
onions,39,2026-06-03
eggs,15,2029-01-06
rice,82,2031-02-27
pasta,13,2027-02-09
chicken,2,2027-08-09
cereal,79,2024-10-20
pasta,7,2034-01-15
potatoes,12,2026-06-08
chicken,22,2030-07-11
yogurt,35,2033-06-21
chocolate,69,2032-10-20
ice cream,75,2024-04-29
rice,76,2031-09-20
eggs,70,2025-08-12
chicken,81,2025-10-17
cheese,83,2035-10-19
cheese,86,2033-10-06
cookies,37,2033-08-06
eggs,85,2035-02-01
tomatoes,34,2027-05-05
cheese,21,2029-01-10
ice cream,45,2033-05-14
soda,89,2029-11-17
onions,34,2024-12-08
milk,3,2028-01-01
chocolate,21,2024-10-22
onions,51,2033-05-18
chicken,25,2031-06-10
yogurt,59,2033-08-09
eggs,90,2034-05-01
cereal,93,2033-09-05
cookies,40,2034-07-23
milk,28,2032-02-24
juice,90,2030-02-15
ice cream,80,2031-01-30
rice,79,2030-04-05
chocolate,85,2026-05-14
rice,53,2028-03-14
chicken,11,2025-05-29
cookies,60,2025-12-27
bananas,24,2034-08-28
potatoes,32,2035-05-09
eggs,92,2030-01-08
rice,48,2025-09-24
apples,2,2028-12-29
bread,15,2031-01-28
apples,28,2033-04-30
bread,22,2032-06-10
tomatoes,63,2024-07-03
juice,88,2028-11-04
apples,18,2030-12-07
ice cream,66,2034-02-11
cereal,50,2026-06-06
rice,49,2026-10-16
potatoes,75,2025-11-07
bananas,56,2023-05-15
chocolate,43,2024-12-21
cheese,55,2034-11-26
yogurt,56,2032-12-26
bananas,58,2029-04-21
soda,59,2026-11-26
cereal,99,2026-05-16
cookies,22,2034-04-20
cheese,6,2033-01-01
chicken,3,2033-06-23
apples,33,2035-11-29
chicken,29,2025-08-04
yogurt,5,2026-04-20
carrots,63,2028-02-15
juice,96,2025-08-20
milk,25,2032-04-15
eggs,72,2036-01-17
potatoes,53,2027-07-06
bread,42,2026-06-13
soda,98,2034-11-04
pasta,68,2029-07-29
juice,99,2033-10-10
eggs,58,2028-03-01
carrots,29,2031-02-26
potatoes,39,2028-08-02
cereal,38,2035-07-07
tomatoes,7,2030-09-27
potatoes,36,2030-04-22
potatoes,45,2027-05-04
milk,21,2029-03-04
chocolate,78,2033-07-09
soda,44,2033-04-19
rice,81,2028-11-15
yogurt,3,2025-08-10
tomatoes,13,2031-07-25
onions,36,2032-03-20
potatoes,55,2026-06-12
pasta,37,2023-04-08
pasta,73,2030-06-18
tomatoes,73,2033-05-31
potatoes,5,2033-07-10
carrots,27,2025-02-17
chicken,94,2029-09-07
rice,47,2027-03-02
bread,35,2026-03-10
apples,99,2025-12-29
chocolate,66,2027-07-03
carrots,29,2026-05-02
apples,73,2028-01-04
apples,58,2036-07-28
chocolate,52,2035-04-23
cookies,89,2025-03-02
cereal,9,2034-04-30
cookies,10,2032-05-17
pasta,8,2028-08-13
rice,70,2030-05-02
bread,97,2034-12-07
cereal,41,2027-02-26
cereal,78,2029-09-10
milk,25,2026-01-29
tomatoes,43,2033-02-04
ice cream,56,2036-07-26
onions,67,2023-03-29
juice,1,2027-05-26
pasta,7,2024-08-02
onions,29,2030-01-07
cheese,27,2032-02-23
cheese,5,2036-05-09
onions,14,2030-09-12
cookies,79,2024-11-08
carrots,66,2023-09-01
chicken,18,2035-11-22
bread,57,2036-01-18
potatoes,30,2023-01-05
tomatoes,66,2030-06-25
soda,15,2031-03-23
onions,41,2031-12-25
yogurt,74,2024-01-14
carrots,23,2035-01-14
rice,85,2029-06-20
milk,2,2029-07-21
apples,32,2025-03-26
juice,6,2036-05-29
chocolate,47,2033-10-18
juice,93,2032-10-02
rice,8,2036-07-02
eggs,74,2026-03-11
carrots,21,2026-04-05
milk,14,2027-01-31
bread,68,2028-09-26
cheese,61,2025-06-07
cheese,92,2023-03-31
bread,17,2029-03-11
soda,54,2024-12-13
apples,24,2035-05-29
juice,69,2024-03-01
eggs,96,2023-07-17
cereal,8,2036-02-03
pasta,52,2026-02-10
chicken,66,2032-06-03
yogurt,92,2032-04-02
juice,33,2031-11-29
carrots,70,2030-08-11
onions,85,2035-07-22
bananas,34,2029-12-15
bananas,1,2030-06-16
cereal,63,2028-06-08
cereal,77,2026-12-12
cereal,61,2024-12-11
eggs,44,2023-05-20
soda,43,2035-08-20
yogurt,3,2024-04-27
chocolate,95,2026-03-26
bananas,92,2033-02-06
chicken,46,2035-01-21
milk,69,2036-08-10
ice cream,40,2030-01-17
rice,40,2029-12-02
cereal,67,2025-11-29
carrots,55,2034-08-23
eggs,3,2023-06-28
ice cream,8,2034-06-20
yogurt,33,2024-06-15
apples,74,2024-08-18
rice,37,2024-03-12
eggs,87,2033-09-12
apples,29,2030-08-10
cheese,30,2031-06-01
carrots,55,2035-03-04
bananas,10,2023-09-08
juice,78,2028-12-14
potatoes,42,2033-02-28
soda,47,2033-10-18
cereal,53,2025-09-03
milk,22,2024-12-09
ice cream,71,2029-04-16
pasta,13,2027-02-09
chicken,82,2024-04-08
pasta,7,2036-05-04
chocolate,49,2034-01-02
cookies,6,2036-02-09
cookies,27,2027-04-29
apples,88,2028-06-24
carrots,94,2027-04-14
ice cream,8,2034-12-19
bread,85,2033-03-15
potatoes,47,2026-10-28
apples,66,2033-01-26
cookies,60,2029-04-14
milk,10,2034-11-05
milk,44,2029-08-25
rice,21,2025-02-14
onions,90,2034-05-01
pasta,12,2028-03-12
cheese,5,2033-07-10
juice,91,2032-10-17
apples,8,2032-10-10
apples,46,2036-06-12
carrots,5,2035-08-05
yogurt,63,2029-01-08
rice,35,2023-06-03
cheese,69,2032-10-20
eggs,81,2028-11-15
cereal,21,2023-09-02
cookies,48,2025-01-16
apples,48,2024-09-07
juice,70,2036-01-11
cereal,11,2025-10-12
tomatoes,22,2028-09-25
cookies,2,2034-07-24
milk,14,2026-09-04
ice cream,28,2032-02-24
tomatoes,64,2026-10-29
soda,12,2034-06-09
cookies,93,2034-09-03
cereal,6,2024-04-15
milk,82,2024-07-17
ice cream,49,2032-04-18
apples,39,2029-04-23
chocolate,6,2030-10-23
potatoes,15,2035-01-25
milk,45,2023-07-09
milk,91,2024-04-13
tomatoes,98,2023-11-28
soda,60,2032-10-08
pasta,14,2025-01-18
bread,57,2034-05-24
carrots,5,2030-07-24
apples,87,2033-01-31
bread,16,2027-11-04
bread,41,2033-03-13
bread,67,2025-09-01
chocolate,51,2034-10-03
yogurt,81,2032-04-07
chocolate,23,2030-11-03
soda,27,2027-10-22
chicken,1,2027-01-13
soda,97,2023-02-23
chocolate,37,2026-07-30
chicken,8,2036-07-02
eggs,79,2025-04-19
potatoes,78,2026-05-07
cookies,98,2025-04-03
pasta,15,2027-08-04
apples,77,2033-10-22
onions,36,2030-03-18
ice cream,70,2024-12-23
bananas,33,2032-11-16
cheese,9,2028-10-28
soda,75,2035-05-06
carrots,79,2029-04-19
juice,25,2031-02-06
apples,97,2028-09-27
onions,99,2025-07-15
pasta,58,2028-01-07
soda,86,2036-06-19
cereal,24,2023-07-10
cereal,90,2034-01-09
ice cream,17,2032-03-01
bananas,61,2031-04-25
carrots,37,2025-05-10
pasta,40,2034-05-09
cookies,22,2026-02-23
potatoes,84,2028-09-23
soda,71,2034-01-28
potatoes,69,2034-08-18
juice,41,2034-04-06
cookies,44,2034-10-02
tomatoes,80,2035-01-22
potatoes,49,2025-01-09
eggs,47,2024-08-19
pasta,55,2031-09-14
bananas,68,2024-12-04
onions,73,2031-11-22
cheese,35,2023-01-11
cereal,85,2034-08-09
cookies,32,2033-03-23
apples,51,2029-11-21
bread,80,2032-07-14
juice,57,2025-08-16
chicken,39,2025-11-08
cereal,81,2025-10-17
potatoes,71,2023-11-12
cheese,46,2026-07-11
rice,39,2028-05-16
cereal,65,2030-08-06
bananas,25,2024-12-02
cheese,23,2035-01-14
juice,96,2028-03-07
tomatoes,91,2024-03-18
apples,97,2027-11-08
ice cream,85,2028-09-18
milk,35,2026-05-03
soda,64,2031-12-03
bananas,19,2027-12-10
chicken,99,2025-05-31
cheese,59,2026-09-11
tomatoes,35,2032-11-21
bananas,41,2036-06-20
cookies,28,2032-02-24
cheese,80,2034-03-18
yogurt,38,2030-11-29
soda,7,2036-04-06
chicken,6,2033-03-07
juice,38,2033-01-21
soda,79,2025-10-15
potatoes,59,2036-03-18
ice cream,2,2029-03-03
chicken,96,2036-02-19
chocolate,89,2032-03-19
yogurt,20,2026-06-15
chocolate,24,2026-11-22
bread,80,2023-12-11
cheese,14,2032-07-31
eggs,36,2035-02-09
bread,50,2023-04-02
bananas,81,2029-10-07
milk,23,2024-07-15
apples,98,2034-11-04
ice cream,68,2036-02-27
chicken,45,2028-12-05
onions,27,2023-08-16
juice,78,2030-01-09
ice cream,27,2031-07-12
bread,23,2023-10-29
apples,79,2026-07-21
ice cream,74,2032-06-05
potatoes,9,2028-10-28
juice,51,2034-05-15
cereal,5,2035-03-08
yogurt,48,2026-03-22
chocolate,3,2032-08-27
tomatoes,17,2030-07-29
juice,81,2025-08-14
onions,27,2035-01-09
potatoes,10,2028-04-17
tomatoes,76,2034-04-01
soda,84,2024-03-24
cookies,43,2029-02-15
soda,88,2030-11-27
cookies,9,2031-10-14
rice,57,2026-07-23
cereal,48,2035-04-05
milk,80,2027-02-02
tomatoes,88,2029-11-26
potatoes,53,2030-08-12
yogurt,20,2034-06-05
milk,71,2030-04-28
soda,4,2027-03-06
cookies,22,2024-06-21
soda,34,2032-04-19
onions,77,2033-04-17
tomatoes,27,2031-07-12
apples,99,2036-04-27
eggs,27,2033-09-27
rice,11,2032-04-04
onions,68,2034-03-27
cookies,56,2030-12-19
potatoes,85,2026-11-13
carrots,8,2031-01-31
potatoes,41,2030-09-13
chocolate,64,2030-08-27
juice,58,2029-07-15
onions,73,2031-05-23
yogurt,53,2023-11-14
eggs,29,2036-03-08
milk,76,2023-07-06
ice cream,71,2023-08-09
tomatoes,32,2024-12-05
yogurt,7,2026-03-08
yogurt,58,2027-04-17
ice cream,80,2033-11-04
bananas,76,2024-03-31
apples,51,2031-08-20
eggs,58,2028-04-16
apples,29,2033-01-08
potatoes,17,2035-01-05
carrots,93,2032-09-29
rice,36,2030-10-08
milk,21,2028-06-15
tomatoes,49,2034-03-17
apples,97,2023-02-23
pasta,93,2032-04-01
tomatoes,54,2023-12-07
chicken,75,2028-07-11
cereal,4,2025-01-01
rice,24,2023-07-10
yogurt,84,2033-04-07
chicken,70,2032-04-20
juice,37,2026-06-05
cereal,40,2024-03-05
potatoes,71,2032-02-06
onions,17,2025-09-08
yogurt,59,2033-08-09
chicken,49,2028-02-18
cookies,99,2032-09-13
potatoes,98,2034-01-26
cookies,12,2033-02-20
juice,23,2030-11-03
pasta,39,2028-07-21
carrots,29,2032-07-19
soda,16,2028-09-07
soda,81,2026-03-03
onions,67,2031-07-26
tomatoes,75,2024-07-02
pasta,77,2035-04-02
potatoes,95,2031-10-01
cereal,22,2030-02-10
bread,70,2035-09-18
bread,77,2033-10-22
juice,35,2031-12-17
cheese,68,2028-09-26
chicken,63,2034-05-04
bananas,96,2027-07-17
apples,76,2029-11-27
cereal,22,2027-04-08
onions,34,2032-09-04
carrots,62,2028-04-14
yogurt,85,2026-07-27
carrots,31,2028-03-13
juice,92,2031-02-16
cookies,64,2024-10-02
cheese,92,2025-02-16
bread,95,2024-11-16
cereal,40,2036-04-21
milk,16,2032-04-22
soda,57,2036-04-23
rice,79,2032-06-29
eggs,66,2032-02-15
bread,67,2031-07-26
apples,36,2033-05-26
cereal,44,2029-10-05
cheese,45,2028-08-07
bread,49,2033-10-03
tomatoes,84,2027-06-20
apples,91,2025-10-09
eggs,71,2029-01-07
apples,70,2024-01-10
rice,15,2024-09-19
yogurt,23,2029-11-12
eggs,80,2030-12-10
milk,6,2030-03-06
juice,19,2024-09-14
yogurt,3,2036-03-07
chicken,80,2030-01-03
yogurt,15,2025-01-30
cereal,1,2033-12-08
yogurt,55,2033-01-04
bread,54,2024-12-13
bread,77,2030-05-12
rice,79,2027-05-06
