itemDescription,Member_number,Date
bananas,84,2028-12-08
pasta,71,2028-12-09
potatoes,81,2028-12-10
chocolate,46,2028-12-11
ice cream,70,2028-12-12
potatoes,84,2028-12-13
apples,78,2028-12-14
cheese,20,2028-12-15
soda,30,2028-12-16
cookies,33,2028-12-17
milk,80,2028-12-18
cereal,76,2028-12-19
rice,40,2028-12-20
yogurt,56,2028-12-21
rice,87,2028-12-22
bread,19,2028-12-23
tomatoes,77,2028-12-24
cheese,2,2028-12-25
milk,4,2028-12-26
ice cream,38,2028-12-27
onions,50,2028-12-28
carrots,2,2028-12-29
potatoes,1,2028-12-30
potatoes,71,2028-12-31
chicken,30,2029-01-01
pasta,21,2029-01-02
chicken,16,2029-01-03
ice cream,11,2029-01-04
ice cream,43,2029-01-05
milk,15,2029-01-06
cheese,71,2029-01-07
bananas,63,2029-01-08
chocolate,63,2029-01-09
eggs,21,2029-01-10
carrots,62,2029-01-11
bananas,26,2029-01-12
soda,97,2029-01-13
pasta,90,2029-01-14
chicken,34,2029-01-15
yogurt,56,2029-01-16
chocolate,16,2029-01-17
onions,71,2029-01-18
potatoes,64,2029-01-19
bread,84,2029-01-20
cookies,79,2029-01-21
yogurt,90,2029-01-22
bread,76,2029-01-23
soda,96,2029-01-24
yogurt,66,2029-01-25
eggs,60,2029-01-26
eggs,82,2029-01-27
bread,52,2029-01-28
cereal,63,2029-01-29
cookies,19,2029-01-30
onions,62,2029-01-31
chocolate,80,2029-02-01
cookies,19,2029-02-02
yogurt,22,2029-02-03
bananas,60,2029-02-04
tomatoes,19,2029-02-05
milk,14,2029-02-06
carrots,60,2029-02-07
bread,57,2029-02-08
soda,71,2029-02-09
onions,41,2029-02-10
potatoes,7,2029-02-11
bread,69,2029-02-12
soda,11,2029-02-13
juice,6,2029-02-14
chicken,43,2029-02-15
juice,21,2029-02-16
milk,94,2029-02-17
eggs,42,2029-02-18
potatoes,3,2029-02-19
onions,37,2029-02-20
chicken,35,2029-02-21
chicken,41,2029-02-22
onions,65,2029-02-23
cheese,75,2029-02-24
chocolate,9,2029-02-25
cereal,56,2029-02-26
bread,13,2029-02-27
soda,61,2029-02-28
pasta,81,2029-03-01
yogurt,60,2029-03-02
chicken,2,2029-03-03
bananas,21,2029-03-04
eggs,46,2029-03-05
onions,43,2029-03-06
cookies,79,2029-03-07
bread,99,2029-03-08
juice,29,2029-03-09
chocolate,19,2029-03-10
chicken,17,2029-03-11
apples,86,2029-03-12
bread,56,2029-03-13
chicken,8,2029-03-14
eggs,26,2029-03-15
chicken,9,2029-03-16
soda,36,2029-03-17
cereal,4,2029-03-18
carrots,4,2029-03-19
potatoes,16,2029-03-20
bread,7,2029-03-21
tomatoes,99,2029-03-22
pasta,53,2029-03-23
carrots,89,2029-03-24
milk,6,2029-03-25
soda,12,2029-03-26
juice,61,2029-03-27
cereal,99,2029-03-28
potatoes,54,2029-03-29
eggs,12,2029-03-30
chicken,92,2029-03-31
cookies,18,2029-04-01
potatoes,38,2029-04-02
tomatoes,49,2029-04-03
onions,19,2029-04-04
rice,97,2029-04-05
rice,7,2029-04-06
potatoes,11,2029-04-07
chocolate,56,2029-04-08
eggs,90,2029-04-09
pasta,30,2029-04-10
cookies,54,2029-04-11
onions,50,2029-04-12
pasta,6,2029-04-13
pasta,60,2029-04-14
pasta,12,2029-04-15
chicken,71,2029-04-16
ice cream,88,2029-04-17
potatoes,39,2029-04-18
carrots,79,2029-04-19
tomatoes,17,2029-04-20
eggs,58,2029-04-21
rice,59,2029-04-22
rice,39,2029-04-23
rice,1,2029-04-24
chicken,20,2029-04-25
rice,20,2029-04-26
carrots,36,2029-04-27
onions,30,2029-04-28
bread,64,2029-04-29
cheese,41,2029-04-30
rice,82,2029-05-01
potatoes,96,2029-05-02
potatoes,13,2029-05-03
potatoes,39,2029-05-04
milk,38,2029-05-05
bread,11,2029-05-06
juice,57,2029-05-07
onions,4,2029-05-08
tomatoes,94,2029-05-09
chicken,47,2029-05-10
cheese,12,2029-05-11
ice cream,90,2029-05-12
tomatoes,62,2029-05-13
cheese,93,2029-05-14
cereal,64,2029-05-15
chocolate,99,2029-05-16
bread,61,2029-05-17
apples,9,2029-05-18
apples,14,2029-05-19
juice,59,2029-05-20
yogurt,78,2029-05-21
chicken,20,2029-05-22
soda,20,2029-05-23
cereal,31,2029-05-24
yogurt,69,2029-05-25
bananas,89,2029-05-26
chocolate,86,2029-05-27
onions,2,2029-05-28
bread,44,2029-05-29
cookies,81,2029-05-30
pasta,50,2029-05-31
chicken,94,2029-06-01
cereal,11,2029-06-02
chocolate,27,2029-06-03
bananas,80,2029-06-04
pasta,9,2029-06-05
potatoes,52,2029-06-06
carrots,90,2029-06-07
eggs,18,2029-06-08
chocolate,14,2029-06-09
apples,1,2029-06-10
ice cream,78,2029-06-11
onions,42,2029-06-12
milk,69,2029-06-13
carrots,33,2029-06-14
chicken,36,2029-06-15
cereal,46,2029-06-16
tomatoes,95,2029-06-17
eggs,31,2029-06-18
ice cream,31,2029-06-19
cheese,85,2029-06-20
chicken,10,2029-06-21
carrots,8,2029-06-22
milk,96,2029-06-23
carrots,43,2029-06-24
onions,49,2029-06-25
carrots,86,2029-06-26
cookies,92,2029-06-27
chicken,5,2029-06-28
cereal,13,2029-06-29
soda,96,2029-06-30
milk,98,2029-07-01
milk,37,2029-07-02
onions,60,2029-07-03
cheese,41,2029-07-04
eggs,57,2029-07-05
bread,78,2029-07-06
soda,31,2029-07-07
eggs,42,2029-07-08
cookies,99,2029-07-09
soda,98,2029-07-10
bananas,9,2029-07-11
apples,86,2029-07-12
pasta,62,2029-07-13
chicken,73,2029-07-14
yogurt,58,2029-07-15
juice,15,2029-07-16
juice,58,2029-07-17
bananas,38,2029-07-18
potatoes,30,2029-07-19
pasta,94,2029-07-20
rice,2,2029-07-21
cereal,89,2029-07-22
cookies,97,2029-07-23
rice,80,2029-07-24
juice,39,2029-07-25
bread,3,2029-07-26
bananas,23,2029-07-27
milk,4,2029-07-28
chicken,68,2029-07-29
cookies,22,2029-07-30
rice,70,2029-07-31
soda,61,2029-08-01
juice,45,2029-08-02
carrots,41,2029-08-03
cookies,4,2029-08-04
cookies,59,2029-08-05
cookies,90,2029-08-06
bread,42,2029-08-07
bread,8,2029-08-08
yogurt,20,2029-08-09
cereal,5,2029-08-10
bread,5,2029-08-11
juice,35,2029-08-12
bread,65,2029-08-13
juice,44,2029-08-14
cookies,98,2029-08-15
apples,77,2029-08-16
cereal,70,2029-08-17
carrots,49,2029-08-18
pasta,63,2029-08-19
apples,94,2029-08-20
rice,28,2029-08-21
bread,72,2029-08-22
tomatoes,19,2029-08-23
potatoes,46,2029-08-24
juice,44,2029-08-25
ice cream,7,2029-08-26
yogurt,53,2029-08-27
yogurt,60,2029-08-28
juice,98,2029-08-29
carrots,90,2029-08-30
chocolate,38,2029-08-31
yogurt,9,2029-09-01
milk,24,2029-09-02
potatoes,66,2029-09-03
carrots,22,2029-09-04
chocolate,43,2029-09-05
eggs,4,2029-09-06
soda,94,2029-09-07
juice,78,2029-09-08
soda,95,2029-09-09
tomatoes,78,2029-09-10
rice,9,2029-09-11
tomatoes,46,2029-09-12
apples,62,2029-09-13
juice,85,2029-09-14
cookies,96,2029-09-15
eggs,48,2029-09-16
ice cream,10,2029-09-17
eggs,36,2029-09-18
bananas,27,2029-09-19
ice cream,92,2029-09-20
soda,42,2029-09-21
cereal,41,2029-09-22
chocolate,61,2029-09-23
bananas,23,2029-09-24
eggs,40,2029-09-25
onions,78,2029-09-26
chocolate,18,2029-09-27
chocolate,85,2029-09-28
soda,75,2029-09-29
bananas,58,2029-09-30
cookies,12,2029-10-01
milk,21,2029-10-02
soda,94,2029-10-03
yogurt,5,2029-10-04
bananas,44,2029-10-05
soda,87,2029-10-06
ice cream,81,2029-10-07
ice cream,31,2029-10-08
ice cream,26,2029-10-09
cereal,80,2029-10-10
pasta,15,2029-10-11
milk,81,2029-10-12
eggs,65,2029-10-13
yogurt,34,2029-10-14
juice,8,2029-10-15
chicken,29,2029-10-16
chicken,19,2029-10-17
pasta,59,2029-10-18
chocolate,83,2029-10-19
apples,10,2029-10-20
tomatoes,13,2029-10-21
eggs,21,2029-10-22
ice cream,23,2029-10-23
bananas,92,2029-10-24
chicken,99,2029-10-25
soda,9,2029-10-26
yogurt,93,2029-10-27
cheese,72,2029-10-28
juice,50,2029-10-29
cereal,40,2029-10-30
juice,91,2029-10-31
chicken,39,2029-11-01
pasta,76,2029-11-02
ice cream,97,2029-11-03
apples,89,2029-11-04
eggs,71,2029-11-05
onions,38,2029-11-06
cereal,37,2029-11-07
cheese,19,2029-11-08
pasta,43,2029-11-09
cheese,86,2029-11-10
onions,38,2029-11-11
tomatoes,23,2029-11-12
pasta,70,2029-11-13
rice,28,2029-11-14
apples,79,2029-11-15
apples,11,2029-11-16
eggs,89,2029-11-17
onions,34,2029-11-18
bananas,53,2029-11-19
bread,61,2029-11-20
tomatoes,51,2029-11-21
soda,35,2029-11-22
yogurt,68,2029-11-23
ice cream,86,2029-11-24
chocolate,93,2029-11-25
chocolate,88,2029-11-26
carrots,76,2029-11-27
ice cream,86,2029-11-28
pasta,96,2029-11-29
yogurt,97,2029-11-30
pasta,59,2029-12-01
cheese,40,2029-12-02
pasta,52,2029-12-03
chocolate,19,2029-12-04
rice,36,2029-12-05
yogurt,72,2029-12-06
bananas,97,2029-12-07
milk,84,2029-12-08
rice,69,2029-12-09
rice,41,2029-12-10
pasta,17,2029-12-11
pasta,17,2029-12-12
potatoes,38,2029-12-13
cheese,21,2029-12-14
chicken,34,2029-12-15
ice cream,68,2029-12-16
eggs,38,2029-12-17
chocolate,33,2029-12-18
soda,42,2029-12-19
cheese,60,2029-12-20
yogurt,2,2029-12-21
chocolate,10,2029-12-22
yogurt,96,2029-12-23
ice cream,58,2029-12-24
bread,27,2029-12-25
carrots,67,2029-12-26
soda,14,2029-12-27
juice,60,2029-12-28
milk,71,2029-12-29
chicken,21,2029-12-30
yogurt,53,2029-12-31
cookies,64,2030-01-01
onions,89,2030-01-02
chocolate,80,2030-01-03
tomatoes,4,2030-01-04
bread,93,2030-01-05
bananas,29,2030-01-06
juice,29,2030-01-07
bread,92,2030-01-08
pasta,78,2030-01-09
pasta,41,2030-01-10
eggs,94,2030-01-11
chicken,70,2030-01-12
pasta,5,2030-01-13
bananas,24,2030-01-14
milk,94,2030-01-15
chicken,51,2030-01-16
juice,40,2030-01-17
chocolate,2,2030-01-18
cereal,18,2030-01-19
carrots,93,2030-01-20
rice,20,2030-01-21
cereal,50,2030-01-22
ice cream,60,2030-01-23
milk,49,2030-01-24
bananas,56,2030-01-25
eggs,93,2030-01-26
chicken,8,2030-01-27
onions,11,2030-01-28
chicken,74,2030-01-29
eggs,34,2030-01-30
ice cream,53,2030-01-31
rice,10,2030-02-01
onions,76,2030-02-02
carrots,92,2030-02-03
chicken,27,2030-02-04
cheese,48,2030-02-05
bananas,97,2030-02-06
chocolate,46,2030-02-07
eggs,85,2030-02-08
carrots,32,2030-02-09
rice,22,2030-02-10
bread,53,2030-02-11
cookies,46,2030-02-12
juice,63,2030-02-13
soda,85,2030-02-14
potatoes,90,2030-02-15
eggs,66,2030-02-16
potatoes,18,2030-02-17
chicken,73,2030-02-18
cheese,7,2030-02-19
eggs,21,2030-02-20
potatoes,98,2030-02-21
cereal,2,2030-02-22
soda,51,2030-02-23
onions,65,2030-02-24
carrots,86,2030-02-25
yogurt,7,2030-02-26
juice,25,2030-02-27
cereal,62,2030-02-28
chicken,26,2030-03-01
milk,60,2030-03-02
bananas,7,2030-03-03
juice,28,2030-03-04
bananas,82,2030-03-05
chicken,6,2030-03-06
carrots,5,2030-03-07
cheese,71,2030-03-08
cookies,43,2030-03-09
yogurt,68,2030-03-10
cheese,88,2030-03-11
bananas,48,2030-03-12
yogurt,30,2030-03-13
tomatoes,79,2030-03-14
cookies,46,2030-03-15
chicken,86,2030-03-16
yogurt,8,2030-03-17
milk,36,2030-03-18
ice cream,22,2030-03-19
rice,36,2030-03-20
bananas,3,2030-03-21
rice,92,2030-03-22
rice,26,2030-03-23
eggs,27,2030-03-24
milk,85,2030-03-25
pasta,20,2030-03-26
tomatoes,91,2030-03-27
bananas,54,2030-03-28
milk,77,2030-03-29
chicken,28,2030-03-30
chocolate,87,2030-03-31
juice,14,2030-04-01
rice,24,2030-04-02
yogurt,89,2030-04-03
juice,30,2030-04-04
chocolate,79,2030-04-05
juice,79,2030-04-06
cookies,29,2030-04-07
apples,23,2030-04-08
cookies,58,2030-04-09
eggs,25,2030-04-10
milk,77,2030-04-11
juice,11,2030-04-12
carrots,1,2030-04-13
cookies,27,2030-04-14
soda,30,2030-04-15
soda,55,2030-04-16
tomatoes,58,2030-04-17
eggs,43,2030-04-18
bananas,92,2030-04-19
cheese,58,2030-04-20
eggs,84,2030-04-21
chicken,36,2030-04-22
soda,48,2030-04-23
apples,26,2030-04-24
potatoes,40,2030-04-25
cereal,28,2030-04-26
cookies,44,2030-04-27
juice,71,2030-04-28
cookies,48,2030-04-29
cookies,72,2030-04-30
milk,14,2030-05-01
tomatoes,70,2030-05-02
yogurt,37,2030-05-03
carrots,92,2030-05-04
juice,56,2030-05-05
yogurt,13,2030-05-06
cookies,57,2030-05-07
juice,2,2030-05-08
carrots,43,2030-05-09
bananas,92,2030-05-10
milk,7,2030-05-11
onions,77,2030-05-12
pasta,86,2030-05-13
chicken,39,2030-05-14
milk,75,2030-05-15
ice cream,37,2030-05-16
onions,18,2030-05-17
potatoes,32,2030-05-18
yogurt,27,2030-05-19
potatoes,56,2030-05-20
apples,95,2030-05-21
juice,23,2030-05-22
ice cream,30,2030-05-23
chicken,96,2030-05-24
apples,27,2030-05-25
yogurt,11,2030-05-26
yogurt,48,2030-05-27
carrots,29,2030-05-28
juice,50,2030-05-29
rice,67,2030-05-30
chicken,20,2030-05-31
cereal,44,2030-06-01
onions,3,2030-06-02
chocolate,29,2030-06-03
pasta,88,2030-06-04
ice cream,56,2030-06-05
rice,85,2030-06-06
eggs,37,2030-06-07
cheese,29,2030-06-08
juice,13,2030-06-09
bananas,57,2030-06-10
apples,75,2030-06-11
ice cream,59,2030-06-12
soda,78,2030-06-13
cheese,91,2030-06-14
potatoes,81,2030-06-15
bread,1,2030-06-16
chocolate,35,2030-06-17
rice,73,2030-06-18
apples,11,2030-06-19
tomatoes,72,2030-06-20
soda,44,2030-06-21
soda,49,2030-06-22
chocolate,9,2030-06-23
chicken,33,2030-06-24
cereal,66,2030-06-25
milk,48,2030-06-26
bananas,87,2030-06-27
chocolate,88,2030-06-28
cheese,40,2030-06-29
potatoes,73,2030-06-30
carrots,34,2030-07-01
chocolate,30,2030-07-02
onions,34,2030-07-03
chicken,14,2030-07-04
potatoes,7,2030-07-05
ice cream,24,2030-07-06
tomatoes,64,2030-07-07
cookies,9,2030-07-08
eggs,88,2030-07-09
chicken,17,2030-07-10
carrots,22,2030-07-11
eggs,36,2030-07-12
cheese,88,2030-07-13
tomatoes,14,2030-07-14
potatoes,91,2030-07-15
pasta,51,2030-07-16
juice,25,2030-07-17
milk,99,2030-07-18
soda,66,2030-07-19
bananas,26,2030-07-20
potatoes,45,2030-07-21
cereal,13,2030-07-22
cereal,19,2030-07-23
carrots,5,2030-07-24
bananas,54,2030-07-25
chocolate,84,2030-07-26
bread,92,2030-07-27
soda,91,2030-07-28
cereal,17,2030-07-29
potatoes,53,2030-07-30
potatoes,37,2030-07-31
carrots,68,2030-08-01
onions,71,2030-08-02
milk,84,2030-08-03
rice,26,2030-08-04
bananas,59,2030-08-05
cookies,65,2030-08-06
eggs,30,2030-08-07
bananas,92,2030-08-08
potatoes,28,2030-08-09
cheese,29,2030-08-10
soda,70,2030-08-11
bananas,53,2030-08-12
tomatoes,83,2030-08-13
cereal,81,2030-08-14
tomatoes,3,2030-08-15
onions,90,2030-08-16
tomatoes,76,2030-08-17
carrots,83,2030-08-18
milk,66,2030-08-19
yogurt,3,2030-08-20
eggs,12,2030-08-21
chicken,46,2030-08-22
milk,67,2030-08-23
yogurt,88,2030-08-24
eggs,7,2030-08-25
bread,82,2030-08-26
cereal,64,2030-08-27
juice,99,2030-08-28
yogurt,23,2030-08-29
milk,39,2030-08-30
onions,4,2030-08-31
carrots,51,2030-09-01
milk,79,2030-09-02
onions,19,2030-09-03
apples,57,2030-09-04
onions,23,2030-09-05
cereal,30,2030-09-06
tomatoes,59,2030-09-07
chocolate,35,2030-09-08
yogurt,67,2030-09-09
yogurt,48,2030-09-10
eggs,90,2030-09-11
carrots,14,2030-09-12
eggs,41,2030-09-13
rice,94,2030-09-14
pasta,19,2030-09-15
bread,37,2030-09-16
juice,81,2030-09-17
pasta,20,2030-09-18
juice,12,2030-09-19
cereal,11,2030-09-20
chicken,83,2030-09-21
apples,81,2030-09-22
ice cream,50,2030-09-23
bread,66,2030-09-24
rice,61,2030-09-25
apples,99,2030-09-26
tomatoes,7,2030-09-27
juice,34,2030-09-28
soda,28,2030-09-29
cereal,54,2030-09-30
eggs,23,2030-10-01
milk,46,2030-10-02
tomatoes,60,2030-10-03
bread,58,2030-10-04
juice,8,2030-10-05
cheese,83,2030-10-06
cheese,35,2030-10-07
bread,36,2030-10-08
eggs,71,2030-10-09
pasta,9,2030-10-10
rice,52,2030-10-11
carrots,85,2030-10-12
soda,3,2030-10-13
cheese,6,2030-10-14
milk,37,2030-10-15
carrots,92,2030-10-16
carrots,75,2030-10-17
chicken,11,2030-10-18
potatoes,38,2030-10-19
soda,54,2030-10-20
cheese,83,2030-10-21
cheese,71,2030-10-22
ice cream,6,2030-10-23
cookies,20,2030-10-24
yogurt,69,2030-10-25
eggs,98,2030-10-26
ice cream,56,2030-10-27
bananas,85,2030-10-28
chicken,73,2030-10-29
apples,44,2030-10-30
bread,61,2030-10-31
yogurt,8,2030-11-01
soda,86,2030-11-02
rice,23,2030-11-03
carrots,66,2030-11-04
milk,53,2030-11-05
eggs,71,2030-11-06
cheese,81,2030-11-07
pasta,41,2030-11-08
milk,52,2030-11-09
milk,16,2030-11-10
bananas,63,2030-11-11
chicken,71,2030-11-12
bread,67,2030-11-13
tomatoes,57,2030-11-14
apples,48,2030-11-15
bananas,20,2030-11-16
tomatoes,83,2030-11-17
milk,35,2030-11-18
ice cream,28,2030-11-19
ice cream,26,2030-11-20
eggs,49,2030-11-21
soda,94,2030-11-22
chicken,25,2030-11-23
onions,47,2030-11-24
soda,67,2030-11-25
apples,38,2030-11-26
chicken,88,2030-11-27
carrots,50,2030-11-28
onions,38,2030-11-29
apples,34,2030-11-30
eggs,99,2030-12-01
rice,87,2030-12-02
apples,88,2030-12-03
pasta,29,2030-12-04
bread,11,2030-12-05
chocolate,71,2030-12-06
cereal,18,2030-12-07
juice,22,2030-12-08
potatoes,98,2030-12-09
bananas,80,2030-12-10
eggs,78,2030-12-11
rice,10,2030-12-12
yogurt,24,2030-12-13
apples,41,2030-12-14
onions,70,2030-12-15
cookies,9,2030-12-16
potatoes,93,2030-12-17
juice,98,2030-12-18
chocolate,56,2030-12-19
potatoes,81,2030-12-20
cheese,97,2030-12-21
cookies,72,2030-12-22
potatoes,91,2030-12-23
apples,10,2030-12-24
cereal,59,2030-12-25
juice,99,2030-12-26
carrots,78,2030-12-27
soda,22,2030-12-28
carrots,30,2030-12-29
onions,2,2030-12-30
ice cream,37,2030-12-31
carrots,43,2031-01-01
chocolate,90,2031-01-02
apples,62,2031-01-03
rice,70,2031-01-04
pasta,52,2031-01-05
ice cream,49,2031-01-06
bread,82,2031-01-07
ice cream,94,2031-01-08
juice,95,2031-01-09
cookies,74,2031-01-10
apples,50,2031-01-11
eggs,16,2031-01-12
milk,37,2031-01-13
pasta,76,2031-01-14
chocolate,45,2031-01-15
rice,95,2031-01-16
cookies,85,2031-01-17
soda,67,2031-01-18
carrots,39,2031-01-19
pasta,25,2031-01-20
yogurt,40,2031-01-21
bread,85,2031-01-22
chicken,86,2031-01-23
ice cream,2,2031-01-24
yogurt,84,2031-01-25
eggs,36,2031-01-26
yogurt,74,2031-01-27
yogurt,15,2031-01-28
yogurt,45,2031-01-29
chicken,80,2031-01-30
chicken,8,2031-01-31
pasta,19,2031-02-01
bananas,45,2031-02-02
rice,87,2031-02-03
milk,98,2031-02-04
yogurt,33,2031-02-05
cheese,25,2031-02-06
bread,48,2031-02-07
tomatoes,70,2031-02-08
ice cream,48,2031-02-09
pasta,2,2031-02-10
apples,85,2031-02-11
cereal,16,2031-02-12
cookies,5,2031-02-13
potatoes,62,2031-02-14
potatoes,75,2031-02-15
eggs,92,2031-02-16
apples,68,2031-02-17
pasta,85,2031-02-18
cookies,14,2031-02-19
onions,36,2031-02-20
eggs,2,2031-02-21
cheese,85,2031-02-22
tomatoes,93,2031-02-23
cookies,5,2031-02-24
cheese,72,2031-02-25
potatoes,29,2031-02-26
juice,82,2031-02-27
cheese,47,2031-02-28
soda,4,2031-03-01
cereal,50,2031-03-02
chocolate,81,2031-03-03
bananas,55,2031-03-04
cookies,41,2031-03-05
yogurt,62,2031-03-06
juice,66,2031-03-07
yogurt,17,2031-03-08
soda,92,2031-03-09
cookies,62,2031-03-10
carrots,58,2031-03-11
carrots,59,2031-03-12
soda,60,2031-03-13
chocolate,34,2031-03-14
onions,13,2031-03-15
carrots,9,2031-03-16
carrots,47,2031-03-17
cheese,91,2031-03-18
cereal,33,2031-03-19
juice,77,2031-03-20
cheese,18,2031-03-21
pasta,83,2031-03-22
rice,15,2031-03-23
chicken,59,2031-03-24
milk,75,2031-03-25
juice,60,2031-03-26
eggs,33,2031-03-27
cheese,38,2031-03-28
chocolate,38,2031-03-29
ice cream,54,2031-03-30
potatoes,11,2031-03-31
tomatoes,58,2031-04-01
bananas,3,2031-04-02
bread,59,2031-04-03
cheese,60,2031-04-04
milk,32,2031-04-05
rice,74,2031-04-06
potatoes,31,2031-04-07
onions,88,2031-04-08
ice cream,6,2031-04-09
chicken,39,2031-04-10
carrots,94,2031-04-11
cheese,78,2031-04-12
tomatoes,26,2031-04-13
rice,48,2031-04-14
ice cream,47,2031-04-15
pasta,36,2031-04-16
rice,55,2031-04-17
potatoes,12,2031-04-18
potatoes,48,2031-04-19
eggs,27,2031-04-20
rice,64,2031-04-21
carrots,76,2031-04-22
eggs,70,2031-04-23
bread,94,2031-04-24
soda,61,2031-04-25
bananas,77,2031-04-26
chocolate,63,2031-04-27
yogurt,34,2031-04-28
cookies,85,2031-04-29
milk,67,2031-04-30
chicken,67,2031-05-01
tomatoes,76,2031-05-02
chicken,38,2031-05-03
carrots,66,2031-05-04
onions,41,2031-05-05
juice,83,2031-05-06
ice cream,66,2031-05-07
milk,81,2031-05-08
cheese,83,2031-05-09
chocolate,59,2031-05-10
chocolate,30,2031-05-11
milk,66,2031-05-12
chocolate,98,2031-05-13
rice,91,2031-05-14
juice,22,2031-05-15
pasta,49,2031-05-16
apples,19,2031-05-17
eggs,58,2031-05-18
bananas,25,2031-05-19
milk,76,2031-05-20
bananas,36,2031-05-21
tomatoes,50,2031-05-22
bananas,73,2031-05-23
chicken,15,2031-05-24
pasta,51,2031-05-25
potatoes,13,2031-05-26
cheese,96,2031-05-27
apples,5,2031-05-28
carrots,94,2031-05-29
chicken,68,2031-05-30
chocolate,68,2031-05-31
tomatoes,30,2031-06-01
rice,58,2031-06-02
rice,51,2031-06-03
onions,83,2031-06-04
bread,91,2031-06-05
chicken,45,2031-06-06
milk,98,2031-06-07
ice cream,77,2031-06-08
carrots,65,2031-06-09
yogurt,25,2031-06-10
eggs,92,2031-06-11
bananas,67,2031-06-12
chocolate,68,2031-06-13
bread,3,2031-06-14
soda,53,2031-06-15
apples,96,2031-06-16
soda,77,2031-06-17
onions,87,2031-06-18
bananas,34,2031-06-19
soda,24,2031-06-20
milk,76,2031-06-21
yogurt,94,2031-06-22
chicken,84,2031-06-23
apples,66,2031-06-24
potatoes,56,2031-06-25
cheese,46,2031-06-26
rice,27,2031-06-27
tomatoes,1,2031-06-28
bananas,79,2031-06-29
apples,18,2031-06-30
carrots,2,2031-07-01
bread,44,2031-07-02
yogurt,60,2031-07-03
cereal,82,2031-07-04
cereal,7,2031-07-05
juice,16,2031-07-06
ice cream,51,2031-07-07
rice,64,2031-07-08
potatoes,79,2031-07-09
apples,9,2031-07-10
cereal,95,2031-07-11
cheese,27,2031-07-12
potatoes,1,2031-07-13
juice,84,2031-07-14
onions,82,2031-07-15
rice,9,2031-07-16
tomatoes,40,2031-07-17
yogurt,11,2031-07-18
bananas,40,2031-07-19
carrots,20,2031-07-20
tomatoes,52,2031-07-21
rice,20,2031-07-22
cereal,72,2031-07-23
apples,39,2031-07-24
onions,13,2031-07-25
bananas,67,2031-07-26
rice,38,2031-07-27
chicken,11,2031-07-28
cereal,35,2031-07-29
chicken,21,2031-07-30
onions,67,2031-07-31
pasta,20,2031-08-01
pasta,12,2031-08-02
carrots,32,2031-08-03
potatoes,29,2031-08-04
chicken,65,2031-08-05
yogurt,16,2031-08-06
potatoes,60,2031-08-07
soda,49,2031-08-08
potatoes,33,2031-08-09
carrots,79,2031-08-10
yogurt,14,2031-08-11
yogurt,93,2031-08-12
soda,33,2031-08-13
rice,88,2031-08-14
rice,55,2031-08-15
tomatoes,78,2031-08-16
eggs,97,2031-08-17
soda,9,2031-08-18
carrots,71,2031-08-19
apples,51,2031-08-20
carrots,54,2031-08-21
carrots,27,2031-08-22
soda,27,2031-08-23
onions,4,2031-08-24
tomatoes,65,2031-08-25
juice,5,2031-08-26
pasta,38,2031-08-27
cookies,86,2031-08-28
cheese,51,2031-08-29
carrots,57,2031-08-30
chocolate,30,2031-08-31
juice,26,2031-09-01
ice cream,93,2031-09-02
potatoes,74,2031-09-03
cereal,86,2031-09-04
juice,13,2031-09-05
milk,39,2031-09-06
eggs,12,2031-09-07
bananas,34,2031-09-08
bananas,55,2031-09-09
potatoes,72,2031-09-10
ice cream,70,2031-09-11
rice,60,2031-09-12
pasta,60,2031-09-13
potatoes,55,2031-09-14
cheese,13,2031-09-15
cereal,94,2031-09-16
chocolate,92,2031-09-17
milk,12,2031-09-18
onions,39,2031-09-19
potatoes,76,2031-09-20
rice,72,2031-09-21
eggs,72,2031-09-22
cheese,32,2031-09-23
ice cream,88,2031-09-24
juice,24,2031-09-25
cookies,58,2031-09-26
tomatoes,53,2031-09-27
milk,84,2031-09-28
cookies,55,2031-09-29
carrots,33,2031-09-30
cheese,95,2031-10-01
apples,18,2031-10-02
yogurt,58,2031-10-03
potatoes,81,2031-10-04
cookies,36,2031-10-05
apples,33,2031-10-06
milk,29,2031-10-07
potatoes,34,2031-10-08
potatoes,38,2031-10-09
chicken,81,2031-10-10
juice,69,2031-10-11
tomatoes,88,2031-10-12
eggs,57,2031-10-13
cereal,9,2031-10-14
ice cream,78,2031-10-15
rice,95,2031-10-16
juice,26,2031-10-17
cookies,79,2031-10-18
soda,29,2031-10-19
milk,84,2031-10-20
rice,54,2031-10-21
milk,18,2031-10-22
bread,2,2031-10-23
chocolate,69,2031-10-24
potatoes,28,2031-10-25
milk,27,2031-10-26
cheese,49,2031-10-27
tomatoes,74,2031-10-28
apples,23,2031-10-29
eggs,15,2031-10-30
onions,52,2031-10-31
apples,39,2031-11-01
chocolate,44,2031-11-02
pasta,76,2031-11-03
bread,62,2031-11-04
soda,74,2031-11-05
cheese,96,2031-11-06
onions,7,2031-11-07
soda,19,2031-11-08
rice,27,2031-11-09
tomatoes,22,2031-11-10
chocolate,78,2031-11-11
ice cream,80,2031-11-12
juice,4,2031-11-13
rice,61,2031-11-14
potatoes,96,2031-11-15
soda,69,2031-11-16
apples,99,2031-11-17
milk,46,2031-11-18
juice,86,2031-11-19
rice,58,2031-11-20
eggs,78,2031-11-21
onions,73,2031-11-22
