itemDescription,Member_number,Date
onions,57,2027-02-22
bread,77,2027-09-09
chocolate,48,2028-03-27
bread,35,2035-06-25
juice,75,2030-05-15
bread,52,2023-10-15
carrots,71,2030-10-09
eggs,31,2024-08-24
potatoes,22,2024-12-09
yogurt,59,2031-03-12
ice cream,36,2034-06-25
chocolate,52,2026-01-06
pasta,88,2028-06-09
soda,28,2036-06-02
apples,89,2027-02-05
onions,26,2024-02-22
soda,23,2032-07-30
milk,99,2023-08-21
tomatoes,3,2023-09-24
bananas,88,2025-07-28
chocolate,12,2023-01-06
ice cream,15,2025-10-03
chicken,26,2036-09-03
soda,4,2029-03-18
soda,46,2032-09-25
soda,93,2033-10-14
chocolate,92,2035-11-05
eggs,66,2035-10-16
cookies,44,2033-06-07
cookies,62,2025-09-28
soda,62,2024-11-11
juice,70,2032-04-20
chicken,55,2023-08-24
cookies,91,2030-06-14
potatoes,66,2026-06-04
juice,79,2034-08-26
potatoes,94,2035-03-30
milk,66,2024-12-12
cheese,94,2031-06-22
cereal,9,2030-10-10
cookies,53,2023-08-20
rice,16,2025-10-28
ice cream,71,2023-11-12
rice,90,2024-11-02
ice cream,50,2028-07-07
tomatoes,72,2030-06-20
carrots,18,2036-05-26
carrots,19,2034-03-04
rice,72,2034-11-27
pasta,18,2036-05-26
cookies,27,2032-12-14
yogurt,55,2026-01-05
tomatoes,1,2025-03-10
chocolate,19,2024-09-22
cookies,9,2024-11-04
bread,56,2026-06-23
carrots,19,2028-12-23
chicken,50,2027-05-28
pasta,27,2023-08-16
pasta,69,2032-11-19
bananas,84,2027-01-10
carrots,22,2027-11-03
onions,69,2027-05-23
bread,23,2029-10-23
bananas,77,2031-03-20
ice cream,19,2029-03-10
onions,77,2027-01-25
onions,84,2028-12-13
carrots,84,2025-07-29
ice cream,56,2027-10-29
tomatoes,46,2029-08-24
chocolate,84,2026-02-11
bread,98,2036-04-09
juice,92,2030-05-10
eggs,20,2026-06-15
cereal,34,2024-05-16
tomatoes,22,2035-04-27
eggs,76,2034-11-01
potatoes,39,2033-01-28
milk,6,2036-02-09
tomatoes,92,2025-10-01
cereal,54,2025-11-11
cheese,31,2024-12-25
yogurt,8,2023-06-17
chocolate,31,2036-01-07
cookies,69,2026-01-19
cheese,13,2027-01-29
yogurt,77,2027-01-17
apples,56,2034-08-06
soda,9,2035-01-16
bananas,65,2026-09-26
milk,40,2029-12-02
tomatoes,64,2035-06-29
pasta,45,2031-02-02
juice,34,2031-04-28
onions,5,2033-07-05
bananas,62,2026-10-31
rice,24,2023-11-09
onions,36,2026-09-29
cereal,99,2025-11-04
apples,85,2026-07-27
yogurt,25,2033-10-04
carrots,67,2031-07-31
juice,77,2033-11-09
tomatoes,81,2029-10-07
cheese,78,2028-01-27
onions,20,2026-08-22
carrots,70,2035-12-09
cookies,32,2036-07-21
pasta,10,2034-02-07
juice,68,2034-04-02
bread,80,2030-12-10
pasta,28,2030-09-29
bananas,39,2024-06-01
bread,59,2036-02-06
milk,42,2032-03-15
rice,53,2030-08-12
pasta,34,2030-11-30
bread,66,2025-04-07
onions,66,2035-10-02
cookies,30,2032-04-21
chicken,2,2029-07-21
carrots,19,2031-02-01
pasta,41,2027-03-26
potatoes,34,2024-05-16
ice cream,46,2027-01-19
milk,13,2033-01-19
soda,5,2025-10-02
onions,91,2031-05-14
cheese,72,2034-11-27
tomatoes,78,2033-01-22
cheese,63,2027-11-19
chicken,13,2024-06-10
ice cream,62,2036-06-27
carrots,57,2030-09-04
bananas,55,2023-08-24
onions,41,2033-12-18
carrots,84,2026-06-10
bread,5,2035-02-11
ice cream,93,2036-04-04
chocolate,20,2034-08-07
cookies,83,2031-05-06
cookies,54,2035-12-31
yogurt,61,2034-11-20
pasta,53,2029-12-31
milk,88,2028-06-09
yogurt,5,2029-08-10
tomatoes,72,2025-10-21
juice,43,2028-09-01
pasta,62,2031-01-03
potatoes,73,2030-06-18
bananas,77,2031-04-26
chocolate,25,2028-03-19
onions,50,2027-11-05
rice,48,2023-10-31
yogurt,63,2029-01-08
chicken,47,2026-07-22
onions,98,2025-03-16
pasta,3,2035-06-17
carrots,59,2025-12-20
eggs,69,2033-08-14
onions,47,2027-03-02
eggs,66,2031-05-07
carrots,79,2030-09-02
yogurt,58,2026-05-24
chocolate,50,2028-12-28
yogurt,29,2023-09-20
yogurt,1,2027-05-26
cheese,32,2033-03-12
yogurt,77,2026-01-21
milk,77,2026-01-21
cheese,4,2028-12-26
cookies,41,2023-12-23
potatoes,75,2035-12-12
carrots,72,2030-12-22
carrots,59,2033-05-15
pasta,82,2030-03-05
ice cream,12,2023-12-21
soda,34,2034-08-30
cereal,78,2026-04-12
apples,47,2035-09-13
chocolate,92,2030-02-03
bread,30,2032-01-31
cookies,89,2034-11-28
cookies,72,2024-08-06
ice cream,46,2027-01-19
chocolate,74,2035-12-20
juice,72,2034-11-27
cookies,70,2025-04-16
juice,68,2031-05-30
milk,57,2033-11-24
rice,16,2025-10-06
bananas,12,2032-07-12
eggs,94,2031-04-24
soda,11,2029-05-06
soda,34,2032-03-14
cereal,6,2033-11-03
rice,64,2036-01-20
bread,34,2031-04-28
chicken,16,2031-08-06
pasta,74,2024-05-02
onions,59,2030-12-25
milk,78,2029-05-21
milk,13,2033-12-29
potatoes,9,2025-05-08
cheese,85,2030-03-25
milk,34,2032-07-10
chicken,32,2031-04-05
yogurt,22,2035-11-02
eggs,61,2024-08-16
milk,27,2031-10-26
yogurt,78,2034-11-29
onions,22,2028-09-25
onions,22,2030-12-08
potatoes,22,2025-04-29
eggs,5,2033-07-05
rice,47,2024-08-19
tomatoes,7,2025-12-02
cookies,98,2035-08-22
cereal,61,2023-07-12
juice,69,2033-05-03
tomatoes,36,2034-06-27
carrots,62,2024-01-09
pasta,83,2030-10-21
cereal,89,2026-04-24
milk,18,2031-10-22
yogurt,68,2028-05-29
juice,76,2026-04-03
chicken,9,2034-10-30
pasta,44,2035-08-07
juice,46,2035-02-15
chicken,31,2032-07-24
ice cream,73,2034-02-06
chocolate,68,2033-06-18
apples,99,2025-10-22
pasta,26,2027-10-21
carrots,41,2027-03-26
bananas,47,2027-06-03
yogurt,38,2029-05-05
chicken,7,2026-10-20
potatoes,17,2033-09-15
ice cream,48,2031-02-07
pasta,22,2032-10-06
milk,45,2034-08-31
chocolate,89,2029-11-04
yogurt,32,2024-05-04
cereal,7,2026-03-16
apples,10,2035-12-24
ice cream,20,2034-04-03
juice,35,2035-03-27
juice,63,2027-09-14
bread,64,2025-05-11
pasta,45,2031-02-02
chocolate,31,2026-10-01
cheese,33,2027-10-30
chicken,43,2032-04-14
bread,56,2026-06-23
onions,84,2023-12-05
juice,68,2023-06-04
yogurt,60,2029-12-20
bananas,14,2034-08-11
chicken,14,2033-02-27
onions,63,2028-06-04
bananas,87,2027-12-26
cookies,73,2026-04-29
onions,82,2023-02-25
apples,55,2031-03-04
tomatoes,82,2023-09-25
chocolate,7,2025-02-24
pasta,26,2036-09-03
chocolate,77,2030-03-29
bread,83,2032-11-01
cheese,56,2027-10-31
chocolate,79,2024-10-20
yogurt,95,2034-11-06
cheese,48,2026-02-28
potatoes,42,2027-07-12
onions,45,2025-03-14
pasta,85,2025-03-19
tomatoes,37,2029-07-02
soda,56,2026-04-21
ice cream,77,2027-01-17
chocolate,26,2030-03-01
pasta,65,2029-02-23
apples,74,2028-11-29
ice cream,51,2023-07-21
pasta,11,2031-07-28
milk,38,2027-01-21
apples,67,2030-11-25
pasta,86,2033-10-06
yogurt,16,2027-02-08
chicken,77,2031-06-17
chocolate,25,2033-03-02
eggs,93,2024-02-29
soda,89,2032-02-03
milk,98,2035-01-29
bread,14,2029-06-09
ice cream,37,2035-12-11
milk,42,2028-08-11
cheese,36,2036-07-05
cookies,38,2028-01-28
pasta,62,2023-08-26
onions,26,2036-03-28
pasta,76,2028-12-19
onions,94,2036-08-04
chicken,68,2031-05-30
ice cream,17,2026-09-06
pasta,7,2032-01-08
cookies,75,2034-02-17
onions,92,2025-02-16
chicken,80,2029-06-04
tomatoes,23,2029-07-27
ice cream,63,2023-01-24
milk,60,2036-07-09
juice,47,2024-12-18
chicken,34,2031-10-08
milk,84,2036-06-15
juice,51,2034-04-24
ice cream,94,2034-10-12
potatoes,8,2023-10-04
apples,89,2036-05-31
pasta,9,2028-05-31
bread,55,2033-07-03
cheese,49,2031-01-06
soda,37,2028-03-03
rice,20,2035-01-24
rice,16,2036-07-16
chicken,58,2025-12-23
apples,80,2032-12-05
yogurt,40,2030-06-29
cheese,67,2025-09-27
onions,63,2029-01-29
cookies,26,2032-10-26
pasta,22,2030-02-10
yogurt,50,2028-12-28
chocolate,68,2033-06-18
juice,34,2031-10-08
tomatoes,80,2032-06-27
potatoes,91,2025-10-09
carrots,6,2033-05-11
chicken,28,2027-05-14
onions,85,2029-06-20
cheese,91,2024-03-18
tomatoes,3,2029-07-26
carrots,79,2032-01-18
cookies,22,2031-05-15
tomatoes,78,2034-01-06
tomatoes,74,2023-05-25
pasta,42,2028-08-11
cereal,6,2026-08-13
juice,43,2033-01-14
apples,69,2027-05-07
eggs,71,2035-02-05
cereal,54,2034-08-19
soda,30,2029-01-01
pasta,10,2026-08-18
milk,72,2024-08-06
carrots,98,2029-07-01
chocolate,1,2036-08-31
potatoes,36,2032-02-18
rice,68,2024-06-20
bread,50,2031-03-02
soda,37,2036-03-29
soda,29,2036-05-30
pasta,22,2027-04-08
bananas,15,2025-12-28
bananas,29,2036-03-08
soda,41,2027-03-26
carrots,78,2029-09-26
bread,97,2032-01-23
soda,93,2032-10-24
yogurt,70,2033-09-14
carrots,36,2034-09-19
cookies,49,2028-06-05
cheese,32,2032-02-28
cereal,13,2033-01-19
pasta,27,2033-11-11
chicken,30,2032-01-31
carrots,21,2030-02-20
carrots,95,2023-12-03
cookies,54,2035-10-26
ice cream,78,2026-08-07
milk,25,2034-03-22
apples,59,2033-03-04
cereal,11,2028-08-10
juice,26,2034-03-20
pasta,85,2034-10-10
cereal,49,2034-10-13
rice,81,2029-10-12
milk,38,2023-09-07
carrots,26,2033-10-21
juice,99,2029-03-22
juice,17,2028-01-06
bananas,79,2034-10-21
chocolate,74,2034-10-06
cheese,66,2033-07-22
cheese,60,2030-10-03
milk,88,2032-06-17
yogurt,52,2029-12-03
cheese,42,2024-04-03
potatoes,81,2023-12-15
carrots,55,2026-01-05
chicken,80,2034-04-29
bread,85,2024-12-01
cereal,71,2028-11-10
bananas,21,2029-12-30
juice,14,2030-07-04
chocolate,80,2029-02-01
cheese,7,2026-07-12
carrots,62,2033-04-20
chicken,1,2026-08-26
ice cream,25,2023-06-13
bread,70,2023-04-16
potatoes,31,2029-10-08
onions,19,2030-09-15
rice,85,2033-03-17
cookies,70,2033-04-23
cereal,31,2023-07-18
apples,61,2035-11-11
apples,75,2026-03-12
tomatoes,85,2030-03-25
bananas,92,2025-12-06
cereal,56,2032-12-26
soda,98,2034-01-26
chocolate,65,2029-10-13
pasta,56,2026-04-21
eggs,83,2030-08-18
juice,39,2024-04-23
pasta,43,2033-06-24
milk,35,2025-04-30
pasta,6,2033-11-03
apples,69,2026-01-19
pasta,96,2034-02-12
soda,34,2035-01-19
onions,21,2026-04-19
tomatoes,65,2027-06-09
bananas,37,2023-02-03
eggs,9,2033-03-31
yogurt,35,2027-12-16
carrots,23,2035-12-04
onions,73,2034-11-10
rice,46,2036-08-01
cereal,86,2024-08-20
soda,65,2033-11-30
chocolate,25,2035-05-28
cereal,62,2023-11-16
bread,62,2035-08-21
cereal,84,2031-10-20
ice cream,7,2034-06-24
eggs,36,2035-04-07
cookies,21,2034-05-02
juice,92,2032-04-02
bananas,49,2032-04-18
onions,76,2023-02-21
ice cream,74,2028-11-29
milk,73,2030-02-18
carrots,84,2025-07-29
soda,79,2032-02-10
apples,6,2035-08-08
bananas,54,2028-07-15
bread,78,2036-01-04
tomatoes,96,2031-11-15
eggs,24,2033-10-02
cereal,16,2025-01-04
milk,93,2030-12-17
ice cream,37,2026-06-05
yogurt,17,2024-02-08
soda,42,2035-10-10
chicken,33,2028-07-01
bread,18,2034-07-17
eggs,23,2032-07-30
soda,84,2027-01-10
pasta,64,2030-01-01
juice,43,2032-07-17
potatoes,4,2026-07-31
carrots,73,2033-05-31
chicken,83,2024-04-06
rice,17,2030-07-10
juice,13,2023-08-07
pasta,49,2030-11-21
onions,1,2031-06-28
onions,6,2030-10-14
yogurt,20,2030-01-21
soda,10,2036-03-13
chocolate,23,2023-06-29
milk,67,2027-04-02
potatoes,16,2028-05-18
tomatoes,71,2030-11-06
chicken,5,2026-04-20
potatoes,92,2030-01-08
juice,99,2035-07-30
cookies,62,2027-04-13
ice cream,74,2032-06-05
yogurt,10,2034-11-05
chicken,4,2033-05-28
bread,55,2033-01-04
bread,11,2026-10-30
tomatoes,66,2033-07-22
chocolate,63,2034-01-19
potatoes,19,2028-09-05
chocolate,23,2027-05-09
cereal,51,2028-10-01
bread,19,2036-05-03
eggs,42,2023-04-20
cheese,23,2035-02-08
tomatoes,20,2024-12-10
bread,13,2025-12-04
tomatoes,69,2029-05-25
milk,66,2031-05-07
chocolate,40,2036-04-21
apples,26,2028-09-10
onions,92,2023-10-27
cheese,66,2036-05-20
eggs,93,2035-11-09
potatoes,77,2024-10-11
juice,63,2034-03-23
cheese,37,2024-01-11
eggs,33,2029-06-14
onions,85,2026-12-22
tomatoes,31,2032-06-15
yogurt,42,2033-01-10
cereal,96,2031-05-27
yogurt,96,2023-07-17
milk,58,2031-11-20
pasta,43,2030-04-18
tomatoes,6,2025-08-24
tomatoes,7,2026-07-12
rice,31,2035-04-16
onions,82,2032-12-30
cookies,20,2036-04-15
yogurt,13,2033-12-29
rice,87,2024-06-04
bananas,87,2024-01-05
yogurt,99,2028-11-08
eggs,44,2034-03-14
milk,8,2026-04-23
milk,4,2027-09-12
yogurt,56,2030-06-05
cereal,94,2025-04-20
onions,51,2026-01-25
cereal,90,2026-12-20
eggs,57,2032-10-11
cereal,60,2035-03-20
carrots,97,2023-02-23
bread,5,2032-11-22
juice,92,2032-04-02
tomatoes,53,2027-07-15
pasta,73,2032-05-21
cookies,14,2029-05-19
carrots,6,2029-03-25
yogurt,61,2034-11-20
chocolate,16,2035-04-24
cereal,9,2030-10-10
bananas,64,2029-05-15
yogurt,23,2028-01-10
chicken,31,2026-11-18
ice cream,94,2035-06-18
juice,93,2028-09-09
potatoes,70,2033-09-14
eggs,38,2023-11-21
cookies,89,2023-03-01
ice cream,21,2028-06-17
chocolate,57,2028-06-27
bananas,87,2027-12-18
milk,17,2026-01-14
milk,21,2032-05-28
tomatoes,64,2024-09-20
cookies,58,2027-04-17
juice,91,2030-06-14
bread,63,2027-11-19
bread,17,2036-05-24
apples,40,2035-06-13
juice,44,2032-03-09
rice,18,2030-01-19
apples,94,2029-02-17
onions,35,2026-10-19
potatoes,39,2026-11-17
eggs,65,2036-03-11
yogurt,4,2023-05-12
apples,19,2026-05-13
yogurt,56,2030-10-27
cheese,41,2030-01-10
potatoes,15,2029-01-06
pasta,38,2029-12-13
cookies,9,2029-07-11
milk,29,2023-08-15
juice,83,2031-06-04
apples,86,2028-05-26
rice,76,2026-04-03
bread,97,2028-08-19
apples,93,2028-05-24
chicken,54,2029-03-29
cookies,30,2024-08-01
carrots,84,2028-05-20
potatoes,45,2024-08-12
potatoes,60,2033-12-14
milk,39,2026-11-17
cereal,99,2025-11-04
chicken,40,2032-12-03
cheese,72,2034-11-27
ice cream,7,2034-06-24
potatoes,57,2030-05-07
chocolate,71,2025-07-08
onions,77,2028-12-24
tomatoes,79,2028-11-01
eggs,16,2027-11-04
tomatoes,86,2032-05-12
ice cream,35,2027-04-11
pasta,17,2025-04-04
apples,30,2023-05-02
chicken,81,2030-08-14
cereal,25,2031-01-20
tomatoes,91,2024-05-07
cereal,47,2036-05-18
cheese,96,2036-07-23
onions,83,2028-05-21
rice,89,2032-01-17
onions,67,2026-09-24
cookies,70,2033-04-23
chicken,8,2034-07-12
potatoes,49,2026-10-16
pasta,76,2031-05-02
chocolate,96,2028-03-08
chocolate,64,2035-08-24
tomatoes,78,2026-09-17
yogurt,62,2027-07-19
bananas,99,2034-10-31
cheese,81,2023-12-19
soda,84,2036-04-13
onions,9,2032-09-16
chicken,1,2028-01-25
carrots,11,2030-01-28
eggs,17,2024-08-28
rice,36,2031-10-05
milk,81,2028-04-02
pasta,3,2024-06-09
yogurt,85,2029-09-14
tomatoes,18,2028-08-17
cereal,36,2026-05-09
eggs,49,2027-02-17
apples,94,2029-08-20
bread,34,2031-04-28
bread,36,2033-12-31
chocolate,41,2029-09-22
cheese,10,2032-05-17
eggs,84,2031-07-14
bananas,30,2023-08-31
carrots,65,2033-11-30
tomatoes,52,2030-10-11
eggs,20,2035-12-17
milk,24,2030-07-06
milk,12,2026-06-18
rice,86,2025-07-27
chicken,23,2026-10-25
chicken,17,2025-09-08
yogurt,2,2030-12-30
ice cream,12,2034-06-12
potatoes,16,2036-07-16
carrots,41,2031-05-05
cereal,88,2030-07-13
chocolate,42,2023-08-19
soda,55,2033-11-13
bread,88,2035-10-21
milk,73,2030-02-18
cereal,86,2035-05-21
bread,90,2023-06-18
eggs,13,2033-08-23
ice cream,3,2025-11-21
bananas,24,2035-05-29
milk,58,2023-11-30
apples,18,2028-07-23
cereal,22,2029-09-04
cookies,66,2031-05-04
bananas,5,2033-07-05
carrots,20,2031-07-22
eggs,85,2023-12-04
cereal,13,2033-01-19
yogurt,79,2033-09-03
ice cream,79,2036-03-12
cookies,69,2032-04-17
cookies,89,2023-03-01
juice,99,2029-10-25
chicken,45,2028-03-17
apples,46,2032-05-11
milk,80,2036-06-18
tomatoes,40,2027-05-13
yogurt,36,2025-06-23
milk,32,2031-04-05
pasta,35,2034-12-16
tomatoes,31,2023-07-16
rice,19,2028-12-23
milk,76,2028-12-19
cheese,2,2034-11-30
bananas,28,2026-06-09
cereal,75,2025-11-07
chocolate,42,2027-10-11
soda,81,2034-07-03
juice,74,2028-11-20
cheese,94,2031-01-08
ice cream,95,2033-10-27
cereal,14,2031-08-11
tomatoes,9,2027-10-23
soda,20,2024-06-22
bananas,37,2036-08-12
bread,53,2030-07-30
cheese,67,2031-05-01
yogurt,89,2023-12-09
potatoes,82,2032-04-16
cheese,57,2031-08-30
juice,48,2025-01-16
apples,35,2032-10-25
milk,50,2026-12-07
pasta,52,2026-05-28
yogurt,3,2023-06-28
cookies,79,2030-09-02
soda,41,2034-03-02
ice cream,32,2032-08-26
eggs,25,2036-05-28
pasta,98,2033-06-25
yogurt,41,2032-08-29
onions,79,2027-09-06
cereal,70,2036-04-05
ice cream,5,2029-06-28
cereal,82,2025-10-04
bananas,94,2023-09-23
ice cream,50,2030-09-23
pasta,7,2023-01-07
apples,5,2023-03-10
apples,13,2032-07-18
bananas,9,2031-08-18
yogurt,70,2036-01-11
ice cream,8,2030-11-01
bread,77,2034-12-25
cookies,24,2034-11-18
chocolate,86,2036-06-19
ice cream,71,2023-11-12
soda,54,2036-01-31
chocolate,51,2035-12-25
potatoes,41,2027-12-12
ice cream,2,2029-12-21
apples,55,2025-05-14
eggs,58,2027-04-17
soda,12,2030-09-19
bread,63,2024-11-30
cheese,98,2024-05-11
tomatoes,49,2030-11-21
tomatoes,8,2025-10-20
potatoes,76,2028-12-19
soda,86,2023-02-27
chocolate,97,2033-11-07
bananas,69,2035-11-07
eggs,24,2030-12-13
cheese,33,2031-02-05
juice,43,2027-10-16
milk,15,2032-02-25
eggs,57,2032-03-24
yogurt,48,2025-03-29
tomatoes,41,2034-04-06
yogurt,37,2035-12-11
carrots,6,2029-03-25
pasta,93,2032-10-24
potatoes,43,2036-03-03
bananas,3,2023-03-26
onions,58,2025-12-23
carrots,99,2028-04-22
chocolate,74,2026-08-05
soda,68,2029-07-29
soda,77,2026-06-11
chocolate,78,2030-12-27
ice cream,47,2024-12-18
carrots,75,2025-11-07
pasta,35,2035-03-27
cookies,32,2030-02-09
cookies,89,2036-07-12
yogurt,3,2023-09-24
cheese,95,2036-05-17
ice cream,30,2030-03-13
cereal,6,2035-08-08
eggs,95,2026-03-09
ice cream,78,2029-09-10
milk,56,2024-12-14
bananas,47,2024-08-08
cookies,24,2034-02-26
apples,10,2023-09-08
rice,48,2035-04-05
bananas,41,2036-01-01
milk,33,2034-06-11
soda,40,2028-12-20
cereal,86,2031-01-23
bananas,81,2032-01-13
chocolate,28,2036-08-24
bananas,36,2032-03-20
soda,60,2036-05-16
ice cream,67,2035-12-05
tomatoes,69,2032-04-17
chicken,85,2031-02-22
ice cream,20,2026-07-20
potatoes,78,2030-06-13
cereal,24,2024-06-12
tomatoes,5,2031-05-28
pasta,83,2025-11-09
bananas,94,2024-04-16
chicken,79,2036-05-12
carrots,85,2030-06-06
onions,28,2028-09-21
ice cream,35,2034-11-11
onions,38,2029-11-06
cheese,24,2024-03-11
eggs,60,2036-01-25
cereal,7,2030-05-11
carrots,31,2035-10-25
chicken,80,2033-10-23
carrots,38,2030-11-26
apples,55,2023-04-17
ice cream,68,2027-12-03
apples,49,2033-04-04
tomatoes,56,2032-05-01
cookies,94,2031-09-16
cookies,50,2031-01-11
juice,16,2023-09-13
cereal,21,2033-12-26
yogurt,81,2036-04-02
tomatoes,84,2034-08-25
onions,71,2023-10-09
cereal,46,2027-01-19
cookies,86,2030-02-25
apples,48,2035-04-05
bread,25,2024-12-02
cereal,37,2030-06-07
bananas,16,2029-01-03
bread,91,2034-06-07
soda,98,2023-02-22
chicken,78,2023-05-03
soda,71,2031-08-19
ice cream,11,2028-08-10
carrots,28,2028-03-18
chicken,7,2025-04-18
tomatoes,41,2031-05-05
tomatoes,51,2034-09-28
tomatoes,66,2034-02-11
milk,94,2031-06-22
chicken,27,2025-01-08
carrots,45,2026-08-09
cookies,49,2036-02-10
tomatoes,88,2024-07-06
cereal,32,2024-11-15
apples,75,2031-12-07
chocolate,97,2034-12-07
juice,79,2033-04-03
cookies,86,2031-11-19
rice,65,2026-11-03
soda,79,2035-04-11
ice cream,66,2023-10-17
eggs,65,2026-06-27
cereal,12,2030-08-21
soda,23,2035-01-14
chicken,99,2025-10-22
yogurt,90,2029-01-22
eggs,88,2033-08-26
potatoes,83,2026-11-01
chocolate,68,2033-06-18
cookies,81,2024-03-29
chicken,97,2029-12-07
yogurt,17,2029-03-11
ice cream,33,2031-10-06
chocolate,97,2034-03-08
potatoes,94,2027-08-31
bananas,39,2025-06-21
bananas,8,2026-03-13
soda,84,2036-04-13
apples,30,2023-10-11
cookies,66,2032-08-20
cookies,69,2033-12-30
ice cream,46,2032-10-21
soda,45,2023-07-31
cheese,71,2034-10-18
milk,80,2034-04-29
apples,81,2033-03-30
juice,60,2023-05-23
cheese,7,2026-10-20
cookies,19,2029-08-23
bananas,92,2030-10-16
onions,54,2023-11-26
chocolate,62,2024-01-18
apples,92,2025-12-31
milk,91,2034-06-07
pasta,69,2030-10-25
potatoes,31,2036-02-14
ice cream,99,2024-06-28
bananas,12,2023-12-21
yogurt,8,2024-06-18
cereal,69,2032-04-17
soda,16,2025-07-11
carrots,79,2029-04-19
chocolate,64,2024-12-07
apples,98,2026-06-02
onions,96,2023-09-19
ice cream,25,2030-07-17
onions,3,2029-02-19
potatoes,49,2034-09-07
chocolate,63,2034-01-19
yogurt,81,2024-04-14
yogurt,54,2028-12-01
juice,97,2032-01-23
milk,70,2025-10-05
apples,19,2026-05-13
chicken,41,2031-03-05
carrots,73,2025-11-28
onions,26,2026-01-13
apples,30,2029-01-01
potatoes,48,2025-02-23
chocolate,78,2031-04-12
cereal,36,2035-06-12
bananas,44,2028-10-11
juice,44,2029-05-29
rice,31,2034-12-30
bread,78,2028-04-24
pasta,36,2028-10-10
bread,87,2024-11-28
onions,57,2027-02-22
carrots,93,2034-09-03
bananas,52,2030-11-09
chocolate,58,2029-09-30
juice,71,2033-07-15
yogurt,45,2031-01-15
onions,52,2035-01-28
juice,4,2034-03-07
tomatoes,1,2027-01-13
milk,66,2031-05-04
cookies,26,2026-10-24
chocolate,8,2028-08-28
carrots,22,2024-06-21
cereal,34,2024-12-08
milk,35,2027-10-06
rice,30,2030-09-06
carrots,79,2028-06-18
rice,17,2028-05-10
onions,12,2034-07-14
soda,9,2035-01-16
cookies,63,2030-02-13
eggs,63,2027-09-14
potatoes,56,2026-12-31
juice,46,2026-07-11
ice cream,41,2024-10-21
milk,34,2032-09-03
apples,77,2030-03-29
cookies,42,2027-10-11
yogurt,39,2030-05-14
bananas,18,2024-08-30
onions,2,2023-02-20
bread,17,2036-05-24
cookies,77,2036-05-06
apples,59,2030-08-05
apples,44,2027-08-13
eggs,34,2029-12-15
soda,27,2031-08-22
bananas,14,2023-04-27
potatoes,84,2027-06-20
cookies,21,2034-05-02
onions,11,2028-11-07
chicken,70,2028-12-12
cereal,17,2035-10-27
potatoes,55,2032-03-03
bread,22,2026-02-23
rice,18,2032-11-12
pasta,37,2024-10-13
cookies,56,2027-09-03
chicken,68,2035-11-12
chocolate,24,2036-03-20
cereal,28,2027-03-31
bread,78,2032-08-16
chocolate,50,2030-09-23
ice cream,98,2028-06-30
cookies,21,2026-06-07
cheese,81,2036-04-14
cheese,47,2027-06-03
chocolate,85,2035-06-16
yogurt,82,2032-12-30
onions,27,2036-01-29
chicken,30,2032-01-31
cheese,65,2033-08-01
pasta,19,2030-07-23
soda,96,2027-02-10
cereal,2,2033-03-28
carrots,39,2033-08-08
bananas,31,2033-01-17
yogurt,67,2026-12-29
potatoes,84,2026-05-31
cookies,84,2030-08-03
milk,78,2027-02-01
chicken,36,2036-01-22
yogurt,43,2034-03-11
juice,31,2024-12-25
onions,98,2023-12-08
juice,53,2023-06-05
carrots,83,2031-05-06
apples,73,2033-04-18
cereal,36,2026-09-29
rice,14,2027-01-16
yogurt,62,2025-09-28
pasta,42,2033-02-13
eggs,43,2024-02-06
tomatoes,1,2026-07-05
yogurt,22,2032-06-10
cereal,15,2035-01-25
cookies,34,2026-01-27
potatoes,22,2028-02-26
carrots,31,2027-05-16
milk,88,2024-10-16
potatoes,41,2026-08-06
bread,97,2023-03-04
soda,43,2032-07-17
cereal,72,2035-09-28
tomatoes,67,2030-08-23
chocolate,40,2036-04-21
carrots,56,2024-12-14
soda,93,2033-10-14
rice,80,2025-07-17
tomatoes,41,2025-01-19
chocolate,58,2025-04-01
potatoes,17,2032-06-11
eggs,79,2032-12-17
tomatoes,24,2035-09-09
soda,11,2032-04-04
apples,10,2024-10-05
carrots,35,2030-11-18
carrots,48,2026-07-07
soda,5,2023-05-31
chicken,46,2030-02-07
ice cream,54,2029-03-29
chicken,12,2029-03-26
onions,34,2032-02-16
juice,63,2027-09-14
carrots,65,2036-03-11
rice,64,2032-11-14
juice,71,2033-11-17
cookies,97,2029-11-30
eggs,3,2026-12-26
eggs,25,2032-02-22
cookies,17,2024-07-13
cereal,92,2036-03-24
bread,71,2024-04-02
cereal,95,2034-05-20
potatoes,3,2026-01-12
juice,53,2033-06-20
apples,60,2029-12-28
bananas,84,2027-01-10
bread,54,2033-09-21
pasta,72,2027-06-23
ice cream,13,2035-04-08
onions,21,2029-12-30
soda,5,2026-06-14
bread,88,2027-04-18
cookies,40,2026-04-15
potatoes,25,2028-05-12
bananas,8,2023-04-25
chicken,25,2030-11-23
onions,75,2029-02-24
rice,58,2030-04-20
onions,81,2032-02-09
juice,2,2025-04-27
onions,26,2036-03-28
bread,97,2027-11-08
bananas,18,2026-06-19
cereal,96,2023-09-28
bread,11,2028-08-10
eggs,48,2024-02-09
cookies,66,2023-06-19
chicken,4,2034-03-07
yogurt,62,2029-09-13
cheese,36,2033-12-31
onions,64,2024-03-26
yogurt,70,2030-01-12
onions,44,2027-08-06
chocolate,31,2034-12-30
rice,52,2029-12-03
bread,48,2029-09-16
